Plot ID Number,6-Letter Code,Species Name,Alive dbh (cm),Dead dbh (cm),Native/Alien,,
MM-108,NONE,NONE,-,-,-,,
LL-110,CARCOR,Carya cordiformis ,10.67,,Native,,
LL-110,CLALUT,Cladrastis lutea,12.19,,Alien,,
LL-110,JUGNIG,Juglans nigra ,54.61,,Native,,
LL-110,QUEALB,Quercus alba ,36.07,,Native,,
LL-110,QUEALB,Quercus alba ,43.69,,Native,,
LL-110,QUEALB,Quercus alba ,55.63,,Native,,
LL-110,QUEALB,Quercus alba ,,36.8,Native,,
LL-110,TILAME,Tilia americana ,14.22,,Native,,
LL-110,TILAME,Tilia americana ,16.00,,Native,,
LL-110,TILAME,Tilia americana ,17.27,,Native,,
LL-110,TILAME,Tilia americana ,22.35,,Native,,
LL-110,TILAME,Tilia americana  ,10.41,,Native,,
LL-110,ULMAME,Ulmus americana ,12.95,,Native,,
LL-110,ULMAME,Ulmus americana ,15.24,,Native,,
LL-110,ULMAME,Ulmus americana ,17.02,,Native,,
MM-114,ACENIG,Acer nigrum,15.49,,Native,,
MM-114,FRAAMA,Fraxinus americana ,12.70,,Native,,
MM-114,FRAAMA,Fraxinus americana ,22.10,,Native,,
MM-114,FRAAMA,Fraxinus americana ,,10.2,Native,,
MM-114,OSTVIR,Ostrya virginiana,11.18,,Native,,
MM-114,PRUSER,Prunus serotina ,15.49,,Native,,
MM-114,QUEALB,Quercus alba ,48.26,,Native,,
MM-114,QUEALB,Quercus alba ,51.05,,Native,,
MM-114,QUEMAC,Quercus macrocarpa ,51.05,,Native,,
MM-114,TILAME,Tilia americana ,17.27,,Native,,
MM-114,ULMAME,Ulmus americana ,18.80,,Native,,
MM-94,CERCAN,Cercis canadensis,14.73,,Native,,
MM-94,CERCAN,Cercis canadensis,20.83,,Native,,
MM-94,CRATAEGUS SP,Crataegus species,10.92,,-,,
MM-94,CRATAEGUS SP,Crataegus species,12.95,,-,,
MM-94,CRATAEGUS SP,Crataegus species,15.49,,-,,
MM-94,CRATAEGUS SP,Crataegus species,15.49,,-,,
MM-94,CRATAEGUS SP,Crataegus species,18.80,,-,,
MM-94,PRUSER,Prunus serotina,11.68,,Native,,
MM-94,PRUSER,Prunus serotina,13.72,,Native,,
MM-94,PRUSER,Prunus serotina,14.48,,Native,,
MM-94,PRUSER,Prunus serotina,17.53,,Native,,
MM-94,PRUSER,Prunus serotina,22.61,,Native,,
MM-94,TILAME,Tilia americana,20.83,,Native,,
MM-94,TILAME,Tilia americana,22.10,,Native,,
MM-94,ULMAME,Ulmus americana,14.99,,Native,,
MM-94,ULMAME,Ulmus americana,,12.4,Native,,
MM-94,UNIDENTIFIED SP,Unidentified species,,19.1,-,,
MM-97,FRAAMA,Fraxinus americana,24.13,,Native,,
MM-97,PRUSER,Prunus serotina,21.84,,Native,,
MM-97,ULMAME,Ulmus americana,17.78,,Native,,
MM-97,ULMAME,Ulmus americana,19.81,,Native,,
MM-97,ULMAME,Ulmus americana,,13.5,Native,,
N-110,ACENIG,Acer nigrum,10.16,,Native,,
N-110,ACENIG,Acer nigrum,11.43,,Native,,
N-110,ACENIG,Acer nigrum,31.24,,Native,,
N-110,ACENIG,Acer nigrum,54.86,,Native,,
N-110,FRAAMA,Fraxinus americana,48.26,,Native,,
N-110,FRAAMA,Fraxinus americana,64.01,,Native,,
N-110,QUEALB,Quercus alba,54.61,,Native,,
N-113,ACENIG,Acer nigrum,28.96,,Native,,
N-113,OSTVIR,Ostrya virginiana,10.67,,Native,,
N-113,OSTVIR,Ostrya virginiana,12.95,,Native,,
N-113,PRUSER,Prunus serotina,28.96,,Native,,
N-113,QUEALB,Quercus alba,32.51,,Native,,
N-113,QUERUB,Quercus rubra,48.51,,Native,,
N-113,QUERUB,Quercus rubra,58.17,,Native,,
N-115,ACENIG,Acer nigrum,17.78,,Native,,
N-115,ACENIG,Acer nigrum,23.11,,Native,,
N-115,ACENIG,Acer nigrum,30.99,,Native,,
N-115,FRAAMA,Fraxinus americana,46.48,,Native,,
N-115,OSTVIR,Ostrya virginiana,10.67,,Native,,
N-115,OSTVIR,Ostrya virginiana,12.70,,Native,,
N-115,OSTVIR,Ostrya virginiana,12.70,,Native,,
N-115,OSTVIR,Ostrya virginiana,13.97,,Native,,
N-115,QUERUB,Quercus rubra,46.23,,Native,,
N-115,QUERUB,Quercus rubra,60.96,,Native,,
N-115,TILAME,Tilia americana,29.97,,Native,,
N-115,TILAME,Tilia americana,36.07,,Native,,
N-116,ACENIG,Acer nigrum,20.57,,Native,,
N-116,FRAAMA,Fraxinus americana,49.02,,Native,,
N-116,QUEALB,Quercus alba,32.51,,Native,,
N-116,TILAME,Tilia americana,32.26,,Native,,
N-116,TILAME,Tilia americana,34.80,,Native,,
N-116,TILAME,Tilia americana,36.83,,Native,,
N-116,TILAME,Tilia americana,,18.8,Native,,
N-116,ULMAME,Ulmus americana,10.67,,Native,,
N-116,ULMAME,Ulmus americana,12.95,,Native,,
N-116,ULMAME,Ulmus americana,,28.2,Native,,
N-123,ACENIG,Acer nigrum,10.16,,Native,,
N-123,ACENIG,Acer nigrum,15.24,,Native,,
N-123,ACENIG,Acer nigrum,25.15,,Native,,
N-123,ACENIG,Acer nigrum,29.72,,Native,,
N-123,FRAAMA,Fraxinus americana,14.48,,Native,,
N-123,QUERUB,Quercus rubra,52.32,,Native,,
N-123,QUERUB,Quercus rubra,71.12,,Native,,
N-123,TILAME,Tilia americana,11.18,,Native,,
N-123,TILAME,Tilia americana,13.97,,Native,,
N-123,TILAME,Tilia americana,14.22,,Native,,
N-128,ACENIG,Acer nigrum,10.16,,Native,,
N-128,ACENIG,Acer nigrum,10.67,,Native,,
N-128,ACENIG,Acer nigrum,,20.6,Native,,
N-128,ACENIG,Acer nigrum,,23.4,Native,,
N-128,CERCAN,Cercis canadensis,15.24,,Native,,
N-128,CERCAN,Cercis canadensis,23.62,,Native,,
N-128,FRAPES,Fraxinus pennsylvanica subintegerrima,16.51,,Native,,
N-128,FRAPES,Fraxinus pennsylvanica subintegerrima,40.13,,Native,,
N-128,FRAPES,Fraxinus pennsylvanica subintegerrima,,10.2,Native,,
N-128,QUECOC,Quercus coccinea,31.50,,Native,,
N-128,TILAME,Tilia americana,18.80,,Native,,
N-128,TILAME,Tilia americana,21.34,,Native,,
N-142,NONE,NONE,-,-,-,,
N-144,NONE,NONE,-,-,-,,
NN-100,PRUSER,Prunus serotina,13.21,,Native,,
NN-100,PRUSER,Prunus serotina,17.27,,Native,,
NN-100,QUEALB,Quercus alba,53.09,,Native,,
NN-100,QUEALB,Quercus alba,65.02,,Native,,
NN-100,TILAME,Tilia americana,11.43,,Native,,
NN-100,TILAME,Tilia americana,12.19,,Native,,
NN-100,ULMAME,Ulmus americana,12.45,,Native,,
NN-100,ULMRUB,Ulmus rubra,10.16,,Native,,
NN-105,NONE,NONE,-,-,-,,
NN-114,FRAAMA,Fraxinus americana ,10.67,,Native,,
NN-114,FRAAMA,Fraxinus americana ,11.68,,Native,,
NN-114,FRAAMA,Fraxinus americana ,12.95,,Native,,
NN-114,RHACAT,Rhamnus cathartica ,9.91,,Alien,,
NN-114,TILAME,Tilia americana ,16.00,,Native,,
NN-114,ULMAME,Ulmus americana ,10.41,,Native,,
NN-114,ULMAME,Ulmus americana ,15.24,,Native,,
NN-114,ULMAME,Ulmus americana ,17.27,,Native,,
OO-116,ACENIG,Acer nigrum,10.67,,Native,,
OO-116,ACENIG,Acer nigrum,12.45,,Native,,
OO-116,ACENIG,Acer nigrum,14.48,,Native,,
OO-116,CRATAEGUS SP,Crataegus species,,12.2,-,,
OO-116,FRAAMA,Fraxinus americana,20.07,,Native,,
OO-116,QUEMAC,Quercus macrocarpa,,83.3,Native,,
OO-116,QUERUB,Quercus rubra,23.37,,Native,,
OO-116,QUERUB,Quercus rubra,25.40,,Native,,
OO-116,RHACAT,Rhamnus cathartica,10.41,,Alien,,
OO-116,RHACAT,Rhamnus cathartica,10.92,,Alien,,
OO-116,ULMAME,Ulmus americana,17.02,,Native,,
NN-118,CRATAEGUS SP,Crataegus species,10.16,,-,,
NN-118,CRATAEGUS SP,Crataegus species,10.16,,-,,
NN-118,FRAAMA,Fraxinus americana,16.00,,Native,,
NN-118,QUEALB,Quercus alba,67.31,,Native,,
NN-118,ULMAME,Ulmus americana,17.53,,Native,,
NN-118,ULMRUB,Ulmus rubra,23.88,,Native,,
NN-118,ULMRUB,Ulmus rubra,26.16,,Native,,
NN-118,ULMRUB,Ulmus rubra,,17.3,Native,,
NN-126,ACENIG,Acer nigrum,23.88,,Native,,
NN-126,ACESAU,Acer saccharum,10.41,,Native,,
NN-126,ACESAU,Acer saccharum,12.45,,Native,,
NN-126,ACESAU,Acer saccharum,12.45,,Native,,
NN-126,ACESAU,Acer saccharum,13.97,,Native,,
NN-126,ACESAU,Acer saccharum,14.22,,Native,,
NN-126,ACESAU,Acer saccharum,15.24,,Native,,
NN-126,ACESAU,Acer saccharum,17.02,,Native,,
NN-126,ACESAU,Acer saccharum,17.78,,Native,,
NN-126,ACESAU,Acer saccharum,19.05,,Native,,
NN-136,PRUSER,Prunus serotina,10.41,,Native,,
NN-136,PRUSER,Prunus serotina,17.27,,Native,,
NN-136,QUEALB,Quercus alba,47.24,,Native,,
NN-136,QUERUB,Quercus rubra,43.69,,Native,,
NN-136,TILAME,Tilia americana,12.19,,Native,,
NN-136,ULMRUB,Ulmus rubra,14.22,,Native,,
NN-136,ULMRUB,Ulmus rubra,14.99,,Native,,
NN-136,ULMRUB,Ulmus rubra,16.00,,Native,,
NN-136,ULMRUB,Ulmus rubra,17.53,,Native,,
NN-136,ULMRUB,Ulmus rubra,,10.7,Native,,
NN-136,ULMUS SP,Ulmus species,26.67,,-,,
NN-140,ACENIG,Acer nigrum,13.72,,Native,,
NN-140,JUGNIG,Juglans nigra,54.10,,Native,,
NN-140,OSTVIR,Ostrya virginiana,12.45,,Native,,
NN-140,QUEBIC,Quercus bicolor,78.49,,Native,,
NN-140,QUERUB,Quercus rubra,26.42,,Native,,
NN-140,QUERUB,Quercus rubra,48.26,,Native,,
NN-140,TILAME,Tilia americana,13.21,,Native,,
NN-140,TILAME,Tilia americana,14.99,,Native,,
NN-140,TILAME,Tilia americana,16.00,,Native,,
NN-140,TILAME,Tilia americana,30.99,,Native,,
NN-140,TILAME,Tilia americana,32.26,,Native,,
NN-140,TILAME,Tilia americana,34.29,,Native,,
NN-140,TILAME,Tilia americana,40.13,,Native,,
NN-145,JUGNIG,Juglans nigra,45.72,,Native,,
NN-145,OSTVIR,Ostrya virginiana,,14.5,Native,,
NN-145,OSTVIR,Ostrya virginiana,,13.0,Native,,
NN-145,QUEALB,Quercus alba,43.43,,Native,,
NN-145,TILAME,Tilia americana,9.91,,Native,,
NN-145,TILAME,Tilia americana,23.11,,Native,,
NN-145,ULMRUB,Ulmus rubra,16.26,,Native,,
NN-146,FRAAMA,Fraxinus americana,10.41,,Native,,
NN-146,JUGNIG,Juglans nigra,50.29,,Native,,
NN-146,TILAME,Tilia americana,11.68,,Native,,
NN-146,TILAME,Tilia americana,16.76,,Native,,
NN-146,TILAME,Tilia americana,38.61,,Native,,
NN-146,ULMRUB,Ulmus rubra,14.99,,Native,,
NN-146,ULMRUB,Ulmus rubra,23.11,,Native,,
NN-146,ULMRUB,Ulmus rubra,24.89,,Native,,
NN-146,ULMRUB,Ulmus rubra,,15.7,Native,,
NN-146,ULMRUB,Ulmus rubra,,28.2,Native,,
NN-89,ACENIG,Acer nigrum,15.75,,Native,,
NN-89,ACENIG,Acer nigrum,22.61,,Native,,
NN-89,PRUSER,Prunus serotina,11.43,,Native,,
NN-89,PRUSER,Prunus serotina,13.72,,Native,,
NN-89,QUERUB,Quercus rubra,17.27,,Native,,
NN-89,QUERUB,Quercus rubra,18.80,,Native,,
NN-89,QUERUB,Quercus rubra,25.40,,Native,,
NN-89,QUERUB,Quercus rubra,25.91,,Native,,
NN-89,ULMAME,Ulmus americana,25.40,,Native,,
NN-89,ULMAME,Ulmus americana,,31.2,Native,,
NN-91,CRATAEGUS SP,Crataegus species,10.16,,-,,
NN-91,CRATAEGUS SP,Crataegus species,11.43,,-,,
NN-91,CRATAEGUS SP,Crataegus species,11.68,,-,,
NN-91,CRATAEGUS SP,Crataegus species,12.95,,-,,
NN-91,CRATAEGUS SP,Crataegus species,,12.7,-,,
NN-91,ULMAME,Ulmus americana,30.23,,Native,,
NN-97,CRATAEGUS SP,Crataegus species,16.00,,-,,
NN-97,PRUSER,Prunus serotina,19.56,,Native,,
NN-97,ULMAME,Ulmus americana,12.19,,Native,,
NN-97,ULMAME,Ulmus americana,13.97,,Native,,
NN-97,ULMAME,Ulmus americana,21.34,,Native,,
NN-97,ULMAME,Ulmus americana,22.10,,Native,,
O-105,ACENIG,Acer nigrum,9.91,,Native,,
O-105,ACENIG,Acer nigrum,9.91,,Native,,
O-105,ACENIG,Acer nigrum,12.95,,Native,,
O-105,ACENIG,Acer nigrum,25.40,,Native,,
O-105,ACENIG,Acer nigrum,28.19,,Native,,
O-105,ACENIG,Acer nigrum,55.37,,Native,,
O-105,QUEALB,Quercus alba,63.50,,Native,,
O-105,QUERUB,Quercus rubra,49.53,,Native,,
O-105,TILAME,Tilia americana,12.95,,Native,,
O-105,TILAME,Tilia americana,51.31,,Native,,
O-108,ACENIG,Acer nigrum,20.32,,Native,,
O-108,ACENIG,Acer nigrum,40.13,,Native,,
O-108,ACENIG,Acer nigrum,53.09,,Native,,
O-108,QUEALB,Quercus alba,47.75,,Native,,
O-108,QUEALB,Quercus alba,55.88,,Native,,
O-108,QUEALB,Quercus alba,64.26,,Native,,
O-108,QUEALB,Quercus alba,77.72,,Native,,
O-109,ACENIG,Acer nigrum,9.91,,Native,,
O-109,ACENIG,Acer nigrum,10.41,,Native,,
O-109,ACENIG,Acer nigrum,10.92,,Native,,
O-109,ACENIG,Acer nigrum,42.16,,Native,,
O-109,ACENIG,Acer nigrum,43.43,,Native,,
O-109,ACENIG,Acer nigrum,43.94,,Native,,
O-109,OSTVIR,Ostrya virginiana,13.21,,Native,,
O-109,QUEALB,Quercus alba,63.75,,Native,,
O-109,QUEALB,Quercus alba,64.26,,Native,,
O-109,TILAME,Tilia americana,18.54,,Native,,
O-121,ACENIG,Acer nigrum,12.45,,Native,,
O-121,ACENIG,Acer nigrum,13.21,,Native,,
O-121,ACENIG,Acer nigrum,14.73,,Native,,
O-121,ACENIG,Acer nigrum,16.51,,Native,,
O-121,ACENIG,Acer nigrum,23.11,,Native,,
O-121,ACENIG,Acer nigrum,25.65,,Native,,
O-121,ACENIG,Acer nigrum,27.69,,Native,,
O-121,QUERUB,Quercus rubra,34.54,,Native,,
O-131,ACENIG,Acer nigrum,11.68,,Native,,
O-131,ACENIG,Acer nigrum,13.72,,Native,,
O-131,ACENIG,Acer nigrum,17.02,,Native,,
O-131,ACENIG,Acer nigrum,17.02,,Native,,
O-131,ACENIG,Acer nigrum,18.80,,Native,,
O-131,ACENIG,Acer nigrum,19.56,,Native,,
O-131,ACENIG,Acer nigrum,21.59,,Native,,
O-131,ACENIG,Acer nigrum,22.86,,Native,,
O-131,ACENIG,Acer nigrum,24.89,,Native,,
O-131,ACENIG,Acer nigrum,,78.5,Native,,
O-131,QUERUB,Quercus rubra,53.85,,Native,,
O-131,TILAME,Tilia americana,21.59,,Native,,
O-135,ACENIG,Acer nigrum,10.67,,Native,,
O-135,ACENIG,Acer nigrum,14.48,,Native,,
O-135,ACENIG,Acer nigrum,19.81,,Native,,
O-135,ACENIG,Acer nigrum,23.11,,Native,,
O-135,ACENIG,Acer nigrum,26.16,,Native,,
O-135,ACENIG,Acer nigrum,29.21,,Native,,
O-135,ACENIG,Acer nigrum,32.51,,Native,,
O-135,ACENIG,Acer nigrum,33.27,,Native,,
O-135,ACENIG,Acer nigrum,43.69,,Native,,
O-135,FRAAMA,Fraxinus americana,43.69,,Native,,
O-135,TILAME,Tilia americana,35.81,,Native,,
O-136,ACENIG,Acer nigrum,10.67,,Native,,
O-136,ACENIG,Acer nigrum,11.94,,Native,,
O-136,QUERUB,Quercus rubra,77.47,,Native,,
O-136,TILAME,Tilia americana,33.27,,Native,,
O-136,ULMRUB,Ulmus rubra,50.80,,Native,,
O-136,ULMRUB,Ulmus rubra,56.13,,Native,,
O-136,UNIDENTIFIED SP,Unidentified species,,17.5,-,,
OO-100,PRUSER,Prunus serotina,14.22,,Native,,
OO-100,QUEALB,Quercus alba,61.47,,Native,,
OO-100,QUEALB,Quercus alba,71.88,,Native,,
OO-100,QUEMAC,Quercus macrocarpa,48.77,,Native,,
OO-100,QUEMAC,Quercus macrocarpa,77.98,,Native,,
OO-100,ULMRUB,Ulmus rubra,19.05,,Native,,
OO-100,ULMRUB,Ulmus rubra,19.56,,Native,,
OO-101,CRATAEGUS SP,Crataegus species,11.18,,-,,
OO-101,ULMRUB,Ulmus rubra,22.10,,Native,,
OO-103,NONE,NONE,-,-,-,,
OO-110,CRATAEGUS SP,Crataegus species,10.16,,-,,
OO-110,CRATAEGUS SP,Crataegus species,12.45,,-,,
OO-110,CRATAEGUS SP,Crataegus species,12.95,,-,,
OO-110,CRATAEGUS SP,Crataegus species,13.72,,-,,
OO-110,CRATAEGUS SP,Crataegus species,15.24,,-,,
OO-110,CRATAEGUS SP,Crataegus species,16.26,,-,,
OO-110,CRATAEGUS SP,Crataegus species,21.84,,-,,
OO-110,CRATAEGUS SP,Crataegus species,25.91,,-,,
NN-110,CRATAEGUS SP,Crataegus species,20.07,,-,,
NN-110,FRAPES,Fraxinus pennsylvanica subintegerrima ,19.56,,Native,,
NN-110,JUGNIG,Juglans nigra ,19.81,,Native,,
NN-110,JUGNIG,Juglans nigra ,23.62,,Native,,
NN-110,QUEMAC,Quercus macrocarpa ,12.45,,Native,,
NN-110,QUEMAC,Quercus macrocarpa ,13.21,,Native,,
NN-110,QUEMAC,Quercus macrocarpa ,16.76,,Native,,
NN-110,QUERUB,Quercus rubra ,10.92,,Native,,
NN-110,QUERUB,Quercus rubra ,11.94,,Native,,
NN-110,QUERUB,Quercus rubra ,16.26,,Native,,
NN-110,QUERUB,Quercus rubra ,16.26,,Native,,
NN-110,QUERUB,Quercus rubra ,22.10,,Native,,
NN-110,TILAME,Tilia americana ,14.73,,Native,,
NN-110,TILAME,Tilia americana ,15.49,,Native,,
NN-110,TILAME,Tilia americana ,17.02,,Native,,
NN-110,ULMAME,Ulmus americana,11.68,,Native,,
OO-122,NONE,NONE,-,-,-,,
OO-129,CELOCC,Celtis occidentalis,9.91,,Native,,
OO-129,PRUSER,Prunus serotina,11.94,,Native,,
OO-129,PRUSER,Prunus serotina,13.72,,Native,,
OO-129,PRUSER,Prunus serotina,15.24,,Native,,
OO-129,QUEALB,Quercus alba,125.22,,Native,,
OO-129,ULMAME,Ulmus americana,29.46,,Native,,
OO-129,ULMRUB,Ulmus rubra,12.95,,Native,,
OO-129,UNIDENTIFIED SP,Unidentified species,,17.8,-,,
OO-130,ACENIG,Acer nigrum,9.91,,Native,,
OO-130,CELOCC,Celtis occidentalis,10.92,,Native,,
OO-130,FRAAMA,Fraxinus americana,38.35,,Native,,
OO-130,PRUSER,Prunus serotina,17.53,,Native,,
OO-130,PRUSER,Prunus serotina,32.26,,Native,,
OO-130,PRUSER,Prunus serotina,36.58,,Native,,
OO-130,TILAME,Tilia americana,14.22,,Native,,
OO-130,TILAME,Tilia americana,14.48,,Native,,
OO-130,TILAME,Tilia americana,36.83,,Native,,
OO-130,ULMRUB,Ulmus rubra,29.21,,Native,,
OO-130,ULMRUB,Ulmus rubra,36.32,,Native,,
OO-130,ULMRUB,Ulmus rubra,43.18,,Native,,
OO-130,ULMRUB,Ulmus rubra,,14.7,Native,,
OO-130,UNIDENTIFIED SP,Unidentified species,,10.9,-,,
OO-146,ACENIG,Acer nigrum,10.92,,Native,,
OO-146,FRAAMA,Fraxinus americana,48.26,,Native,,
OO-146,TILAME,Tilia americana,14.22,,Native,,
OO-146,TILAME,Tilia americana,14.73,,Native,,
OO-146,TILAME,Tilia americana,22.61,,Native,,
OO-146,ULMRUB,Ulmus rubra,10.92,,Native,,
OO-146,ULMRUB,Ulmus rubra,16.51,,Native,,
OO-146,ULMRUB,Ulmus rubra,23.37,,Native,,
OO-146,ULMRUB,Ulmus rubra,,13.0,Native,,
OO-146,ULMRUB,Ulmus rubra,,20.1,Native,,
OO-95,QUEMAC,Quercus macrocarpa ,,48.3,Native,,
OO-95,QUERUB,Quercus rubra,71.63,,Native,,
OO-95,ULMAME,Ulmus americana,14.99,,Native,,
OO-95,ULMAME,Ulmus americana,15.24,,Native,,
OO-95,ULMAME,Ulmus americana,24.13,,Native,,
OO-95,ULMAME,Ulmus americana,,11.9,Native,,
OO-95,UNIDENTIFIED SP,Unidentified species,21.34,,-,,
P-107,ACENIG,Acer nigrum,9.91,,Native,,
P-107,ACENIG,Acer nigrum,10.41,,Native,,
P-107,ACENIG,Acer nigrum,11.43,,Native,,
P-107,ACENIG,Acer nigrum,35.81,,Native,,
P-107,ACENIG,Acer nigrum,39.88,,Native,,
P-107,ACENIG,Acer nigrum,42.67,,Native,,
P-107,ACENIG,Acer nigrum,65.02,,Native,,
O-112,ACENIG,Acer nigrum,20.83,,Native,,
O-112,ACENIG,Acer nigrum,23.11,,Native,,
O-112,ACENIG,Acer nigrum,34.29,,Native,,
O-112,CARYA SP,Hickory species,15.49,,-,,
O-112,FRAAMA,Fraxinus americana,27.94,,Native,,
O-112,FRAAMA,Fraxinus americana,51.82,,Native,,
O-112,QUERUB,Quercus rubra,25.15,,Native,,
P-124,ACENIG,Acer nigrum,10.16,,Native,,
P-124,ACENIG,Acer nigrum,11.94,,Native,,
P-124,ACENIG,Acer nigrum,19.30,,Native,,
P-124,ACENIG,Acer nigrum,20.57,,Native,,
P-124,ACENIG,Acer nigrum,21.08,,Native,,
P-124,OSTVIR,Ostrya virginiana,14.48,,Native,,
P-124,QUEALB,Quercus alba,73.66,,Native,,
P-124,QUERUB,Quercus rubra,40.39,,Native,,
P-126,ACENIG,Acer nigrum,14.22,,Native,,
P-126,ACENIG,Acer nigrum,27.43,,Native,,
P-126,ACENIG,Acer nigrum,29.72,,Native,,
P-126,ACENIG,Acer nigrum,33.53,,Native,,
P-126,ACENIG,Acer nigrum,47.24,,Native,,
P-126,ACENIG,Acer nigrum,,10.9,Native,,
P-126,OSTVIR,Ostrya virginiana,10.16,,Native,,
P-126,QUEALB,Quercus alba ,63.25,,Native,,
P-126,QUERUB,Quercus rubra ,52.83,,Native,,
P-126,QUERUB,Quercus rubra ,53.34,,Native,,
P-126,QUERUB,Quercus rubra ,73.91,,Native,,
P-138,NONE,NONE,-,-,-,,
P-95,ACESAI,Acer saccharinum,11.18,,Native,,
P-95,ACESAI,Acer saccharinum,11.94,,Native,,
P-95,ACESAI,Acer saccharinum,11.94,,Native,,
P-95,ACESAI,Acer saccharinum,12.45,,Native,,
P-95,ACESAI,Acer saccharinum,12.70,,Native,,
P-95,ACESAI,Acer saccharinum,14.73,,Native,,
P-95,ACESAI,Acer saccharinum,15.75,,Native,,
P-95,ACESAI,Acer saccharinum,18.29,,Native,,
P-95,ACESAI,Acer saccharinum,28.19,,Native,,
P-95,SALNIG,Salix nigra,139.70,,Native,,
P-95,ULMAME,Ulmus americana,18.54,,Native,,
PP-101,NONE,NONE,-,-,-,,
PP-102,NONE,NONE,-,-,-,,
PP-107,NONE,NONE,-,-,-,,
PP-117,FRAPES,Fraxinus pennsylvanica subintegerrima,10.16,,Native,,
PP-117,FRAPES,Fraxinus pennsylvanica subintegerrima,11.68,,Native,,
PP-117,FRAPES,Fraxinus pennsylvanica subintegerrima,12.95,,Native,,
PP-117,JUGNIG,Juglans nigra,10.16,,Native,,
PP-122,NONE,NONE,-,-,-,,
PP-124,ACER SP,Acer species,,12.4,-,,
PP-124,ACER SP,Acer species,,29.7,-,,
PP-124,ACER SP,Acer species,,22.9,-,,
PP-124,CRATAEGUS SP,Crataegus species,10.16,,-,,
PP-124,CRATAEGUS SP,Crataegus species,14.22,,-,,
PP-124,CRATAEGUS SP,Crataegus species,18.54,,-,,
PP-124,RHACAT,Rhamnus cathartica,9.91,,Alien,,
PP-124,RHACAT,Rhamnus cathartica,10.16,,Alien,,
PP-124,RHACAT,Rhamnus cathartica,10.41,,Alien,,
PP-124,RHACAT,Rhamnus cathartica,11.43,,Alien,,
PP-128,ACENEG,Acer negundo,22.61,,Native,,
PP-128,ACENIG,Acer nigrum,9.91,,Native,,
PP-128,MORALB,Morus alba,13.46,,Alien,,
PP-128,PRUSER,Prunus serotina,11.94,,Native,,
PP-128,PRUSER,Prunus serotina,14.22,,Native,,
PP-128,PRUSER,Prunus serotina,24.13,,Native,,
PP-128,PRUSER,Prunus serotina,30.48,,Native,,
PP-128,PRUSER,Prunus serotina,36.58,,Native,,
PP-128,QUEMAC,Quercus macrocarpa,12.45,,Native,,
PP-128,ULMRUB,Ulmus rubra,24.38,,Native,,
PP-128,ULMRUB,Ulmus rubra,25.91,,Native,,
PP-128,ULMUS SP,Ulmus species,22.61,,-,,
PP-128,ULMUS SP,Ulmus species,,16.5,-,,
PP-128,UNIDENTIFIED SP,Unidentified species,,21.8,-,,
PP-132,ACENEG,Acer negundo,17.53,,Native,,
PP-132,ACENIG,Acer nigrum,23.11,,Native,,
PP-132,ACENIG,Acer nigrum,34.54,,Native,,
PP-132,PRUSER,Prunus serotina,17.02,,Native,,
PP-132,PRUSER,Prunus serotina,,10.4,Native,,
PP-132,TILAME,Tilia americana,14.48,,Native,,
PP-132,TILAME,Tilia americana,17.02,,Native,,
PP-132,TILAME,Tilia americana,19.81,,Native,,
PP-132,ULMRUB,Ulmus rubra,14.99,,Native,,
PP-132,ULMRUB,Ulmus rubra,33.02,,Native,,
PP-134,ACENIG,Acer nigrum,17.02,,Native,,
PP-134,CARCOR,Carya cordiformis,14.22,,Native,,
PP-134,MORALB,Morus alba,12.19,,Alien,,
PP-134,TILAME,Tilia americana,10.41,,Native,,
PP-134,TILAME,Tilia americana,12.19,,Native,,
PP-134,TILAME,Tilia americana,12.70,,Native,,
PP-134,TILAME,Tilia americana,13.72,,Native,,
PP-134,TILAME,Tilia americana,13.72,,Native,,
PP-134,TILAME,Tilia americana,13.97,,Native,,
PP-134,TILAME,Tilia americana,14.99,,Native,,
PP-134,TILAME,Tilia americana,15.75,,Native,,
PP-134,TILAME,Tilia americana,17.27,,Native,,
PP-134,TILAME,Tilia americana,17.53,,Native,,
PP-134,TILAME,Tilia americana,17.78,,Native,,
PP-134,TILAME,Tilia americana,19.30,,Native,,
PP-134,TILAME,Tilia americana,20.57,,Native,,
PP-134,TILAME,Tilia americana,25.65,,Native,,
PP-134,TILAME,Tilia americana,29.21,,Native,,
PP-134,TILAME,Tilia americana,,10.4,Native,,
PP-134,ULMAME,Ulmus americana,18.29,,Native,,
PP-135,JUGNIG,Juglans nigra,23.11,,Native,,
PP-135,JUGNIG,Juglans nigra,32.51,,Native,,
PP-135,JUGNIG,Juglans nigra,36.32,,Native,,
PP-135,JUGNIG,Juglans nigra,38.86,,Native,,
PP-135,QUEALB,Quercus alba,72.14,,Native,,
PP-135,TILAME,Tilia americana,10.41,,Native,,
PP-135,TILAME,Tilia americana,10.67,,Native,,
PP-135,TILAME,Tilia americana,10.67,,Native,,
PP-135,TILAME,Tilia americana,10.92,,Native,,
PP-135,TILAME,Tilia americana,13.46,,Native,,
PP-135,TILAME,Tilia americana,14.22,,Native,,
PP-135,TILAME,Tilia americana,14.22,,Native,,
PP-135,TILAME,Tilia americana,14.48,,Native,,
PP-135,TILAME,Tilia americana,14.48,,Native,,
PP-135,TILAME,Tilia americana,16.26,,Native,,
PP-135,TILAME,Tilia americana,20.07,,Native,,
