plot,code,species,cover,freq,native,physiognomy,habit
GG-135,POLGVI,Polygonum virginianum,10,1,Native,Forb,Forb
GG-135,RANHIS,Ranunculus hispidus,5,1,Native,Forb,Forb
GG-140,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
GG-140,FRAPES,Fraxinus pennsylvanica subintegerrima,1,1,Native,Tree,Woody
GG-140,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
GG-146,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
GG-146,UNIDENTIFIED SEEDLING,Unidentified seedling,1,1,-,-,-
GG-92,SMIRAC,Smilacina racemosa ,2,1,Native,Forb,Forb
GG-92,VIOPUB,Viola pubescens ,1,1,Native,Forb,Forb
GG-92,VITRIP,Vitis riparia ,5,1,Native,Woody vine,Woody
GG-94,ANEQUI,Anemone quinquefolia ,2,1,Native,Forb,Forb
GG-94,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
GG-94,GALIUM SP,Galium species,2,1,-,Forb,Forb
GG-94,ISOBIT,Isopyrum biternatum ,8,1,Native,Forb,Forb
GG-94,QUERUB,Quercus rubra ,2,1,Native,Tree,Woody
GG-94,RIBMIS,Ribes missouriense ,2,1,Native,Shrub,Woody
GG-94,SMILAX SP,Smilax species,2,1,-,-,-
GG-94,SOLULM,Solidago ulmifolia ,10,1,Native,Forb,Forb
H-115,ALLPET,Alliaria petiolata,12,1,Alien,Forb,Forb
H-115,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
H-115,GEUCAN,Geum canadense,3,1,Native,Forb,Forb
H-115,HACVIR,Hackelia virginiana,40,1,Native,Forb,Forb
H-115,IMPATIENS SP,Impatiens species,2,1,-,Forb,Forb
H-115,LONTAT,Lonicera tatarica,4,1,Alien,Shrub,Woody
H-127,ACHMIL,Achillea millefolium ,8,1,Alien,Forb,Forb
H-127,DACGLO,Dactylis glomerata,40,1,Alien,Grass,Graminoid
H-127,FESTUCA SP,Festuca species,10,1,-,Grass,Graminoid
H-127,FRAVIR,Fragaria virginiana,12,1,Native,Forb,Forb
H-127,LONMAA,Lonicera maackii,3,1,Alien,Shrub,Woody
H-127,PHLPRA,Phleum pratense,45,1,Alien,Grass,Graminoid
H-127,PLALAN,Plantago lanceolata,2,1,Alien,Forb,Forb
H-127,POAPRA,Poa pratensis,15,1,Alien,Grass,Graminoid
H-127,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
HA-124,ASTSAD,Aster sagittifolius drummondii,3,1,Native,Forb,Forb
HA-124,DAUCAR,Daucus carota,5,1,Alien,Forb,Forb
HA-124,FRAPES,Fraxinus pennsylvanica subintegerrima,4,1,Native,Tree,Woody
HA-124,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
HA-124,LONMAA,Lonicera maackii ,15,1,Alien,Shrub,Woody
HA-124,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
HA-124,POAPRA,Poa pratensis,2,1,Alien,Grass,Graminoid
HA-124,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
HA-124,RUBOCC,Rubus occidentalis,3,1,Native,Shrub,Woody
HA-124,SOLCAN,Solidago canadensis,10,1,Native,Forb,Forb
HA-124,TRIHYB,Trifolium hybridum,5,1,Alien,Forb,Forb
HA-127,LONMAA,Lonicera maackii ,8,1,Alien,Shrub,Woody
HA-132,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
HA-132,ASTLAT,Aster lateriflorus,8,1,Native,Forb,Forb
HA-132,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
HA-132,EUPRUG,Eupatorium rugosum,5,1,Native,Forb,Forb
HA-132,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
HA-132,LEEVIR,Leersia virginica,2,1,Native,Grass,Graminoid
HA-132,LONMAA,Lonicera maackii ,3,1,Alien,Shrub,Woody
HA-132,PARQUI,Parthenocissus quinquefolia,35,1,Native,Woody vine,Woody
HA-132,VIOLA SP,Viola species,3,1,-,Forb,Forb
HA-147,GEUCAN,Geum canadense,5,1,Native,Forb,Forb
HA-147,LONMAA,Lonicera maackii ,5,1,Alien,Shrub,Woody
HA-147,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
HA-147,ROSMUL,Rosa multiflora,1,1,Alien,Shrub,Woody
HB-125,DACGLO,Dactylis glomerata,5,1,Alien,Grass,Graminoid
HB-125,DAUCAR,Daucus carota,1,1,Alien,Forb,Forb
HB-125,LONMAA,Lonicera maackii ,8,1,Alien,Shrub,Woody
HB-125,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
HB-125,RHACAT,Rhamnus cathartica,25,1,Alien,Understory tree,Woody
HB-125,RHURAD,Rhus radicans,10,1,Native,Woody vine,Woody
HB-125,SOLCAN,Solidago canadensis,5,1,Native,Forb,Forb
HB-125,VIBREC,Viburnum recognitum,2,1,Alien,Shrub,Woody
HB-126,ASTLAT,Aster lateriflorus,3,1,Native,Forb,Forb
HB-126,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
HB-126,FRAPES,Fraxinus pennsylvanica subintegerrima,4,1,Native,Tree,Woody
HB-126,GEUCAN,Geum canadense,3,1,Native,Forb,Forb
HB-126,LONMAA,Lonicera maackii ,12,1,Alien,Shrub,Woody
HB-126,PARQUI,Parthenocissus quinquefolia,30,1,Native,Woody vine,Woody
HB-126,RHACAT,Rhamnus cathartica,4,1,Alien,Understory tree,Woody
HB-126,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
HB-126,ROSMUL,Rosa multiflora,3,1,Alien,Shrub,Woody
HB-129,CIRLUC,Circaea lutetiana canadensis,8,1,Native,Forb,Forb
HB-129,PARQUI,Parthenocissus quinquefolia,18,1,Native,Woody vine,Woody
HB-129,POLGVI,Polygonum virginianum,4,1,Native,Forb,Forb
HB-129,SMILAS,Smilax lasioneura,3,1,Native,Herbaceous vine,Forb
HB-129,VIOLA SP,Viola species,2,1,-,Forb,Forb
HB-131,GEUCAN,Geum canadense,5,1,Native,Forb,Forb
HB-131,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
HB-131,RHACAT,Rhamnus cathartica,25,1,Alien,Understory tree,Woody
HB-131,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
HB-136,PARQUI,Parthenocissus quinquefolia,35,1,Native,Woody vine,Woody
HB-136,RHACAT,Rhamnus cathartica ,2,1,Alien,Understory tree,Woody
HB-138,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
HB-138,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
HB-138,SOLDUL,Solanum dulcamara ,12,1,Alien,Woody vine,Woody
HB-141,LONTAT,Lonicera tatarica,30,1,Alien,Shrub,Woody
HB-141,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
HB-141,QUERUB,Quercus rubra,25,1,Native,Tree,Woody
HB-141,RHACAT,Rhamnus cathartica,3,1,Alien,Understory tree,Woody
HB-141,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
HB-143,ULMAME,Ulmus americana,10,1,Native,Tree,Woody
HB-146,LONMAA,Lonicera maackii ,20,1,Alien,Shrub,Woody
HB-146,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
HB-146,RHACAT,Rhamnus cathartica,8,1,Alien,Understory tree,Woody
HC-126,LONMAA,Lonicera maackii ,4,1,Alien,Shrub,Woody
HC-126,PARQUI,Parthenocissus quinquefolia,25,1,Native,Woody vine,Woody
HC-126,RHURAD,Rhus radicans,3,1,Native,Woody vine,Woody
HC-130,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
HC-130,FRAAMA,Fraxinus americana,3,1,Native,Tree,Woody
HC-130,LONMAA,Lonicera maackii ,2,1,Alien,Shrub,Woody
HC-130,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
HC-130,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
HC-135,PARQUI,Parthenocissus quinquefolia,25,1,Native,Woody vine,Woody
HC-135,SMILACINA SP,Smilacina species,2,1,-,Forb,Forb
HC-142,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
HC-142,LONTAT,Lonicera tatarica,40,1,Alien,Shrub,Woody
HC-142,RHACAT,Rhamnus cathartica,15,1,Alien,Understory tree,Woody
HC-142,RHURAD,Rhus radicans,15,1,Native,Woody vine,Woody
HC-144,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
HD-134,PARQUI,Parthenocissus quinquefolia,25,1,Native,Woody vine,Woody
HD-134,RHACAT,Rhamnus cathartica ,12,1,Alien,Understory tree,Woody
HD-134,RHURAD,Rhus radicans,6,1,Native,Woody vine,Woody
HD-135,ARITRI,Arisaema triphyllum,5,1,Native,Forb,Forb
HD-135,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
HD-135,PARQUI,Parthenocissus quinquefolia,45,1,Native,Woody vine,Woody
HD-142,LONTAT,Lonicera tatarica,70,1,Alien,Shrub,Woody
HD-142,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
HD-142,RHACAT,Rhamnus cathartica,10,1,Alien,Understory tree,Woody
HD-142,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
HD-143,LONTAT,Lonicera tatarica,75,1,Alien,Shrub,Woody
HD-146,PARQUI,Parthenocissus quinquefolia,6,1,Native,Woody vine,Woody
HD-146,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
HD-147,RHACAT,Rhamnus cathartica,30,1,Alien,Understory tree,Woody
HD-147,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
HD-147,VIBOPU,Viburnum opulus,8,1,Alien,Shrub,Woody
HE-136,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
HE-136,ASTPIL,Aster pilosus,2,1,Native,Forb,Forb
HE-136,BOECYC,Boehmeria cylindrica,15,1,Native,Forb,Forb
HE-136,CORRAC,Cornus racemosa,2,1,Native,Shrub,Woody
HE-136,PARQUI,Parthenocissus quinquefolia,25,1,Native,Woody vine,Woody
HE-136,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
HE-136,ROSMUL,Rosa multiflora,4,1,Alien,Shrub,Woody
HE-136,SOLCAN,Solidago canadensis,5,1,Native,Forb,Forb
HE-136,VITRIP,Vitis riparia,2,1,Native,Woody vine,Woody
HH-100,ANEVIR,Anemone virginiana ,2,1,Native,Forb,Forb
HH-100,ASTSAD,Aster sagittifolius drummondii   ,10,1,Native,Forb,Forb
HH-100,CORRAC,Cornus racemosa ,5,1,Native,Shrub,Woody
HH-100,CRATAEGUS SP,Crataegus species,3,1,-,Tree,Woody
HH-100,CXHIRT,Carex hirtifolia ,2,1,Native,Sedge,Graminoid
HH-100,FRAVIR,Fragaria virginiana ,2,1,Native,Forb,Forb
HH-100,POAPRA,Poa pratensis ,20,1,Alien,Grass,Graminoid
HH-100,RHACAT,Rhamnus cathartica ,30,1,Alien,Understory tree,Woody
HH-100,SETARIA SP,Setaria species,2,1,-,Grass,Graminoid
HH-100,SOLULM,Solidago ulmifolia ,10,1,Native,Forb,Forb
HH-103,ASTER SP,Aster species,8,1,-,Forb,Forb
HH-103,CIRLUC,Circaea lutetiana canadensis ,3,1,Native,Forb,Forb
HH-103,CXBLAN,Carex blanda ,2,1,Native,Sedge,Graminoid
HH-103,CXROSE,Carex rosea  ,2,1,Native,Sedge,Graminoid
HH-103,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
HH-103,FRAVIR,Fragaria virginiana ,2,1,Native,Forb,Forb
HH-103,LONMAA,Lonicera maackii ,10,1,Alien,Shrub,Woody
HH-103,PARQUI,Parthenocissus quinquefolia ,2,1,Native,Woody vine,Woody
HH-103,RUBOCC,Rubus occidentalis ,50,1,Native,Shrub,Woody
HH-103,SOLTEN,Solidago tenuifolia ,6,1,Native,Forb,Forb
HH-105,??,??,,,,,
HH-110,ALLPET,Alliaria petiolata ,20,1,Alien,Forb,Forb
HH-110,CIRLUC,Circaea lutetiana canadensis  ,5,1,Native,Forb,Forb
HH-110,LEEVIR,Leersia virginica ,4,1,Native,Grass,Graminoid
HH-110,PARQUI,Parthenocissus quinquefolia ,60,1,Native,Woody vine,Woody
HH-110,VIOLA SP,Viola species,2,1,-,Forb,Forb
GG-113,ARITRI,Arisaema triphyllum ,2,1,Native,Forb,Forb
GG-113,FRAXINUS SP,Fraxinus species,2,1,-,Tree,Woody
GG-113,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
GG-113,SMIRAC,Smilacina racemosa ,3,1,Native,Forb,Forb
HH-115,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
HH-115,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
HH-115,PARQUI,Parthenocissus quinquefolia,80,1,Native,Woody vine,Woody
HH-115,QUEALB,Quercus alba,1,1,Native,Tree,Woody
HH-116,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
HH-116,VIBOPU,Viburnum opulus,90,1,Alien,Shrub,Woody
HH-126,GEUCAN,Geum canadense,15,1,Native,Forb,Forb
HH-126,LONMAA,Lonicera maackii ,5,1,Alien,Shrub,Woody
HH-126,POAPRA,Poa pratensis,20,1,Alien,Grass,Graminoid
HH-126,PRUVIR,Prunus virginiana,12,1,Native,Shrub,Woody
HH-126,RHURAD,Rhus radicans,25,1,Native,Woody vine,Woody
HH-126,ROSMUL,Rosa multiflora,8,1,Alien,Shrub,Woody
HH-130,AMBTRI,Ambrosia trifida,1,1,Native,Forb,Forb
HH-130,CONARV,Convolvulus arvensis,1,1,Alien,Forb,Forb
HH-130,DACGLO,Dactylis glomerata,7,1,Alien,Grass,Graminoid
HH-130,DAUCAR,Daucus carota,3,1,Alien,Forb,Forb
HH-130,OXASTR,Oxalis stricta,1,1,Native,Forb,Forb
HH-130,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
HH-130,PHAARU,Phalaris arundinacea,2,1,Alien,Grass,Graminoid
HH-130,POAPRA,Poa pratensis,50,1,Alien,Grass,Graminoid
HH-130,PRUVIR,Prunus virginiana,10,1,Native,Shrub,Woody
HH-130,RIBES SP,Ribes species,6,1,-,Shrub,Woody
HH-130,SCIRPUS SP,Scirpus species,1,1,-,Sedge,Graminoid
HH-130,TRADUB,Tragopogon dubius,2,1,Alien,Forb,Forb
HH-139,ALLPET,Alliaria petiolata ,8,1,Alien,Forb,Forb
HH-139,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
HH-139,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
HH-139,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
HH-139,VIBOPU,Viburnum opulus,3,1,Alien,Shrub,Woody
HH-147,ALLPET,Alliaria petiolata ,20,1,Alien,Forb,Forb
HH-147,IMPCAP,Impatiens capensis,1,1,Native,Forb,Forb
HH-147,LONMAA,Lonicera maackii ,38,1,Alien,Shrub,Woody
HH-147,PARQUI,Parthenocissus quinquefolia,10,1,Native,Woody vine,Woody
HH-147,RHACAT,Rhamnus cathartica,50,1,Alien,Understory tree,Woody
HH-79,ACENIG,Acer nigrum,4,1,Native,Tree,Woody
HH-79,ALLPET,Alliaria petiolata,15,1,Alien,Forb,Forb
HH-79,EUONYMUS SP,Euonymus species,5,1,-,Shrub,Woody
HH-79,PARQUI,Parthenocissus quinquefolia,45,1,Native,Woody vine,Woody
HH-79,VIBREC,Viburnum recognitum,8,1,Alien,Shrub,Woody
HH-85,ALLPET,Alliaria petiolata,14,1,Alien,Forb,Forb
HH-85,CAREX SP,Carex species,2,1,-,Sedge,Graminoid
HH-85,GALIUM SP,Galium species,1,1,-,Forb,Forb
HH-85,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
HH-85,PARQUI,Parthenocissus quinquefolia,12,1,Native,Woody vine,Woody
HH-85,RHURAD,Rhus radicans,20,1,Native,Woody vine,Woody
HH-85,RUBOCC,Rubus occidentalis,25,1,Native,Shrub,Woody
HH-87,AGRGRY,Agrimonia gryposepala,10,1,Native,Forb,Forb
HH-87,ALLPET,Alliaria petiolata,6,1,Alien,Forb,Forb
HH-87,CAREX SP,Carex species,2,1,-,Sedge,Graminoid
HH-87,EUONYMUS SP,Euonymus species,4,1,-,Shrub,Woody
HH-87,GEUCAN,Geum canadense,6,1,Native,Forb,Forb
HH-87,POAPRA,Poa pratensis,12,1,Alien,Grass,Graminoid
HH-90,ALLPET,Alliaria petiolata ,20,1,Alien,Forb,Forb
HH-90,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
HH-90,SMIRAC,Smilacina racemosa ,2,1,Native,Forb,Forb
HH-93,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
HH-93,ARITRI,Arisaema triphyllum ,3,1,Native,Forb,Forb
HH-93,ASTLAT,Aster lateriflorus ,10,1,Native,Forb,Forb
HH-93,CIRLUC,Circaea lutetiana canadensis ,25,1,Native,Forb,Forb
HH-93,HACVIR,Hackelia virginiana ,2,1,Native,Forb,Forb
HH-93,POTSIS,Potentilla simplex ,2,1,Native,Forb,Forb
HH-93,SMIRAC,Smilacina racemosa ,5,1,Native,Forb,Forb
HH-93,UNIDENTIFIED SHRUB,Unidentified shrub,2,1,-,Shrub,Woody
HH-96,GALIUM SP,Galium species,1,1,-,Forb,Forb
HH-96,LONMAA,Lonicera maackii,12,1,Alien,Shrub,Woody
HH-96,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
HH-96,RUBALL,Rubus allegheniensis,22,1,Native,Shrub,Woody
HH-96,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
HH-96,SOLULM,Solidago ulmifolia,6,1,Native,Forb,Forb
I-107,ALLPET,Alliaria petiolata,4,1,Alien,Forb,Forb
I-107,ARITRI,Arisaema triphyllum,4,1,Native,Forb,Forb
I-107,FRAPES,Fraxinus pennsylvanica subintegerrima,3,1,Native,Tree,Woody
I-107,GERMAC,Geranium maculatum,45,1,Native,Forb,Forb
I-107,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
I-116,ALLPET,Alliaria petiolata,3,1,Alien,Forb,Forb
I-116,ANETHA,Anemonella thalictroides,6,1,Native,Forb,Forb
I-116,CIRLUC,Circaea lutetiana canadensis,35,1,Native,Forb,Forb
I-116,GERMAC,Geranium maculatum,10,1,Native,Forb,Forb
I-116,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
I-116,HACVIR,Hackelia virginiana,2,1,Native,Forb,Forb
I-116,POLREP,Polemonium reptans,7,1,Native,Forb,Forb
I-117,ASTSHO,Aster shortii,4,1,Native,Forb,Forb
I-117,CAMAME,Campanula americana,8,1,Native,Forb,Forb
I-117,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
I-117,CXHIRT,Carex hirtifolia,2,1,Native,Sedge,Graminoid
I-117,GEUCAN,Geum canadense,15,1,Native,Forb,Forb
I-117,LEEVIR,Leersia virginica,1,1,Native,Grass,Graminoid
I-117,RANHIS,Ranunculus hispidus,4,1,Native,Forb,Forb
I-117,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
I-117,SMILAS,Smilax lasioneura,3,1,Native,Herbaceous vine,Forb
I-117,SOLULM,Solidago ulmifolia,8,1,Native,Forb,Forb
I-124,ALLPET,Alliaria petiolata,4,1,Alien,Forb,Forb
I-124,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
I-124,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
I-124,GALIUM SP,Galium species,1,1,-,Forb,Forb
I-124,GERMAC,Geranium maculatum,15,1,Native,Forb,Forb
I-124,GEUCAN,Geum canadense,8,1,Native,Forb,Forb
I-124,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
I-124,VIBURNUM SP,Viburnum species,3,1,-,Shrub,Woody
I-133,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
I-133,FRAAMA,Fraxinus americana,18,1,Native,Tree,Woody
I-138,ACTALT,Actinomeris alternifolia,25,1,Native,Forb,Forb
I-138,CORVAR,Coronilla varia,75,1,Alien,Forb,Forb
I-138,PHAARU,Phalaris arundinacea,3,1,Alien,Grass,Graminoid
I-138,POAPRA,Poa pratensis,30,1,Alien,Grass,Graminoid
II-105,ASTER SP,Aster species,5,1,-,Forb,Forb
II-105,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
II-105,EUPRUG,Eupatorium rugosum,20,1,Native,Forb,Forb
II-105,GALASP,Galium asprellum,4,1,Native,Forb,Forb
II-105,GALIUM SP,Galium species,25,1,-,Forb,Forb
II-105,HACVIR,Hackelia virginiana,10,1,Native,Forb,Forb
II-105,OXASTR,Oxalis stricta,3,1,Native,Forb,Forb
II-105,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
II-105,RANABO,Ranunculus abortivus,2,1,Native,Forb,Forb
II-105,SOLULM,Solidago ulmifolia,5,1,Native,Forb,Forb
II-105,TAROFF,Taraxacum officinale,2,1,Alien,Forb,Forb
HH-106,ALLPET,Alliaria petiolata,4,1,Alien,Forb,Forb
HH-106,ASTER SP,Aster species,5,1,-,Forb,Forb
HH-106,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
HH-106,CXBLAN,Carex blanda,2,1,Native,Sedge,Graminoid
HH-106,DODMEA,Dodecatheon meadia,2,1,Native,Forb,Forb
HH-106,EUPRUG,Eupatorium rugosum,3,1,Native,Forb,Forb
HH-106,FRAAMA,Fraxinus americana,10,1,Native,Tree,Woody
HH-106,LACTUCA SP,Lactuca species,2,1,-,Forb,Forb
HH-106,SOLCAN,Solidago canadensis,10,1,Native,Forb,Forb
HH-106,SOLULM,Solidago ulmifolia,50,1,Native,Forb,Forb
HH-106,TAROFF,Taraxacum officinale,2,1,Alien,Forb,Forb
II-118,ALLPET,Alliaria petiolata,3,1,Alien,Forb,Forb
II-118,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
II-118,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
II-118,EUONYMUS SP,Euonymus species,2,1,-,Shrub,Woody
II-118,GEUCAN,Geum canadense,4,1,Native,Forb,Forb
II-118,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
II-122,ALLPET,Alliaria petiolata,3,1,Alien,Forb,Forb
II-122,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
II-122,LONMAA,Lonicera maackii,10,1,Alien,Shrub,Woody
II-122,PARQUI,Parthenocissus quinquefolia,80,1,Native,Woody vine,Woody
II-122,RHURAD,Rhus radicans,15,1,Native,Woody vine,Woody
II-122,VIBOPU,Viburnum opulus,20,1,Alien,Shrub,Woody
II-130,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
II-130,RHACAT,Rhamnus cathartica,8,1,Alien,Understory tree,Woody
II-130,RHURAD,Rhus radicans,2,1,Native,Woody vine,Woody
II-130,ROSMUL,Rosa multiflora,4,1,Alien,Shrub,Woody
II-130,SOLIDAGO SP,Solidago species,4,1,-,Forb,Forb
II-131,ACESAU,Acer saccharum,1,1,Native,Tree,Woody
II-131,ASTER SP,Aster species,2,1,-,Forb,Forb
II-131,LONMAA,Lonicera maackii ,3,1,Alien,Shrub,Woody
II-131,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
II-131,POA SP,Poa species ,1,1,-,Grass,Graminoid
II-131,QUERUB,Quercus rubra,1,1,Native,Tree,Woody
II-131,RHACAT,Rhamnus cathartica,2,1,Alien,Understory tree,Woody
II-136,ALLPET,Alliaria petiolata ,10,1,Alien,Forb,Forb
II-136,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
II-136,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
II-136,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
II-142,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
II-142,ARITRI,Arisaema triphyllum,3,1,Native,Forb,Forb
II-142,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
II-142,FRAPES,Fraxinus pennsylvanica subintegerrima,3,1,Native,Tree,Woody
II-142,GEUCAN,Geum canadense,8,1,Native,Forb,Forb
II-142,GLEHED,Glechoma hederacea,1,1,Alien,Forb,Forb
II-142,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
II-142,PRUVIR,Prunus virginiana,1,1,Native,Shrub,Woody
II-142,SEDGE SP,Sedge species,3,1,-,Sedge,Graminoid
II-142,SOLULM,Solidago ulmifolia,2,1,Native,Forb,Forb
II-142,VIOLA SP,Viola species,1,1,-,Forb,Forb
II-81,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
II-81,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
II-81,DESMODIUM SP,Desmodium species,8,1,-,Forb,Forb
II-81,EUPRUG,Eupatorium rugosum,1,1,Native,Forb,Forb
II-81,IMPPAL,Impatiens pallida,2,1,Native,Forb,Forb
II-81,STYDIP,Stylophorum diphyllum,25,1,Native,Forb,Forb
II-87,ACENEG,Acer negundo,25,1,Native,Tree,Woody
II-87,ALLPET,Alliaria petiolata,5,1,Alien,Forb,Forb
II-87,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
II-87,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
II-90,ACENIG,Acer nigrum,10,1,Native,Tree,Woody
II-90,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
II-90,CIRLUC,Circaea lutetiana canadensis ,8,1,Native,Forb,Forb
II-90,OSMCLI,Osmunda claytoniana ,2,1,Native,Cryptogam,Forb
II-90,PARQUI,Parthenocissus quinquefolia  ,4,1,Native,Woody vine,Woody
II-90,RHURAD,Rhus radicans ,5,1,Native,Woody vine,Woody
II-90,SMIRAC,Smilacina racemosa ,2,1,Native,Forb,Forb
J-110,PARQUI,Parthenocissus quinquefolia,4,1,Native,Woody vine,Woody
J-110,PRUVIR,Prunus virginiana,40,1,Native,Shrub,Woody
J-110,RHACAT,Rhamnus cathartica,1,1,Alien,Understory tree,Woody
J-110,ULMAME,Ulmus americana,1,1,Native,Tree,Woody
J-121,ACENIG,Acer nigrum,1,1,Native,Tree,Woody
J-121,ALLPET,Alliaria petiolata,4,1,Alien,Forb,Forb
J-121,HACVIR,Hackelia virginiana,2,1,Native,Forb,Forb
J-121,PRUVIR,Prunus virginiana,3,1,Native,Shrub,Woody
J-133,ACENIG,Acer nigrum,10,1,Native,Tree,Woody
J-133,CIRLUC,Circaea lutetiana canadensis,6,1,Native,Forb,Forb
J-133,SMIRAC,Smilacina racemosa,8,1,Native,Forb,Forb
J-135,FRAPES,Fraxinus pennsylvanica subintegerrima,1,1,Native,Tree,Woody
J-135,IMPPAL,Impatiens pallida,20,1,Native,Forb,Forb
J-135,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
JJ-102,ASTLAT,Aster lateriflorus ,5,1,Native,Forb,Forb
JJ-102,CAMAME,Campanula americana ,10,1,Native,Forb,Forb
JJ-102,CIRLUC,Circaea lutetiana canadensis ,3,1,Native,Forb,Forb
JJ-102,GALIUM SP,Galium species,5,1,-,Forb,Forb
JJ-102,GEUCAN,Geum canadense ,2,1,Native,Forb,Forb
JJ-102,OXASTR,Oxalis stricta  ,1,1,Native,Forb,Forb
JJ-102,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
JJ-102,PRUSER,Prunus serotina ,2,1,Native,Tree,Woody
