Date,Sampler,Plot ID Number,6-Letter Code,Species Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,"MP, BS",S72,IMPPAL,Impatiens pallida,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",SS113,IMPPAL,Impatiens pallida,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",T127,IMPPAL,Impatiens pallida,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",T132,IMPPAL,Impatiens pallida,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,T77,IMPPAL,Impatiens pallida,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,WO,V121,IMPPAL,Impatiens pallida,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",V134,IMPPAL,Impatiens pallida,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",V136,IMPPAL,Impatiens pallida,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,V76,IMPPAL,Impatiens pallida,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",W132,IMPPAL,Impatiens pallida,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",W72,IMPPAL,Impatiens pallida,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,"MP, BS",W87,IMPPAL,Impatiens pallida,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,X110,IMPPAL,Impatiens pallida,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,WO,X125,IMPPAL,Impatiens pallida,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,X87,IMPPAL,Impatiens pallida,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,Z122,IMPPAL,Impatiens pallida,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",Z132,IMPPAL,Impatiens pallida,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/18,WO,MM108,JUGNIG,Juglans nigra,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",FF132,JUGNIG,Juglans nigra ,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",X143,Juncus sp.,Juncus sp.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",BB106,JUNDUD,Juncus dudleyi,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,C105,JUNDUD,Juncus dudleyi,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,W146,JUNTEN,Juncus tenuis,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,WO,C136,LACBIE,Lactuca biennis,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,F113,LACBIE,Lactuca biennis,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,CB  ,NN100,LACBIE,Lactuca biennis,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",NN89,LACBIE,Lactuca biennis,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,CB  ,OO101,LACBIE,Lactuca biennis,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,CC76,LACCAN,Lactuca canadensis,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",DD100,LACCAN,Lactuca canadensis,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,DD103,LACCAN,Lactuca canadensis,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",OO116,LACCAN,Lactuca canadensis,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",V136,LACCAN,Lactuca canadensis,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,LL102,LACFLO,Lactuca floridana,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",OO100,LACFLO,Lactuca floridana,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,SS141,LACFLO,Lactuca floridana,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",PP137,Lactuca sp.,Lactuca sp.,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",BB128,LAPCAN,Laportea canadensis,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,DD130,LAPCAN,Laportea canadensis,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",O135,LAPCAN,Laportea canadensis,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,S111,LAPCAN,Laportea canadensis,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",W128,LAPCAN,Laportea canadensis,70,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,Y115,LAPCAN,Laportea canadensis,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",Y130,LAPCAN,Laportea canadensis,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"JL, JLL",Y135,LAPCAN,Laportea canadensis,90,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",CC138,LEEORY,Leersia oryzoides,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,JLL,DD130,LEEORY,Leersia oryzoides,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E109,LEEORY,Leersia oryzoides,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,R79,LEEORY,Leersia oryzoides,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,WO,T84,LEEORY,Leersia oryzoides,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,"MP, WO",V73,LEEORY,Leersia oryzoides,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,WO,Y90,LEEORY,Leersia oryzoides,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,"CB, WO",A128,LEEVIR,Leersia virginica,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,C127,LEEVIR,Leersia virginica,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/18,WO,D123,LEEVIR,Leersia virginica,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",EE108,LEEVIR,Leersia virginica,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,F122,LEEVIR,Leersia virginica,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,HH100,LEEVIR,Leersia virginica,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/18,"SML, TPL",HH110,LEEVIR,Leersia virginica,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,I117,LEEVIR,Leersia virginica,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,J121,LEEVIR,Leersia virginica,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,SML,JJ102,LEEVIR,Leersia virginica,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"SML, TML",KK109,LEEVIR,Leersia virginica,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,"MP, BS",S70,LEEVIR,Leersia virginica,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,T88,LEEVIR,Leersia virginica,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,WO,W91,LEEVIR,Leersia virginica,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,Y115,LEEVIR,Leersia virginica,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,Z86,LEEVIR,Leersia virginica,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY127,LESVIO,Lespedeza violacea,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,A116,LIGVUL,Ligustrum vulgare,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS104,LINVUL,Linaria vulgaris,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,JLL,SS105,LINVUL,Linaria vulgaris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",FF91,LIRTUL,Liriodendron tulipifera,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,W95,LOBINF,Lobelia inflata,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,WO,A137,LONMAA,Lonicera maackii,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/18,"CB, WO",AY124,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AY130,LONMAA,Lonicera maackii,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AZ133,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,BB141,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,CB  ,C120,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",CC86,LONMAA,Lonicera maackii,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,WO,D113,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,WO,D117,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,WO,DD148,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,DD78,LONMAA,Lonicera maackii,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E110,LONMAA,Lonicera maackii,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,EE128,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",EE134,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",FF91,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,GG127,LONMAA,Lonicera maackii,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HA124,LONMAA,Lonicera maackii,80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HA127,LONMAA,Lonicera maackii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HA132,LONMAA,Lonicera maackii,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,HA147,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HB125,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HB126,LONMAA,Lonicera maackii,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HB129,LONMAA,Lonicera maackii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HB131,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,WO,HB141,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,HB146,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,HC126,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HC130,LONMAA,Lonicera maackii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HC135,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,WO,HC142,LONMAA,Lonicera maackii,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HD134,LONMAA,Lonicera maackii,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,HD142,LONMAA,Lonicera maackii,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,HD143,LONMAA,Lonicera maackii,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,WO,HD147,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HE136,LONMAA,Lonicera maackii,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",HH87,LONMAA,Lonicera maackii,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",HH96,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",II130,LONMAA,Lonicera maackii,65,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",II131,LONMAA,Lonicera maackii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/18,WO,KK145,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,"JL, JLL",LL114,LONMAA,Lonicera maackii,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",LL128,LONMAA,Lonicera maackii,70,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",LL135,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/18,WO,LL141,LONMAA,Lonicera maackii,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,JLL,N110,LONMAA,Lonicera maackii,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"DS, JLL",NN126,LONMAA,Lonicera maackii,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,NN146,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,PP124,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,PP128,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,QQ139,LONMAA,Lonicera maackii,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,QQ146,LONMAA,Lonicera maackii,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,RR126,LONMAA,Lonicera maackii,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,RR127,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,RR128,LONMAA,Lonicera maackii,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,RR129,LONMAA,Lonicera maackii,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,RR131,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,RR138,LONMAA,Lonicera maackii,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,S75,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,SS130,LONMAA,Lonicera maackii,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,CB,SS142,LONMAA,Lonicera maackii,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,T75,LONMAA,Lonicera maackii,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,TT129,LONMAA,Lonicera maackii,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,TT130,LONMAA,Lonicera maackii,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,TT131,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,TT132,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,TT133,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,JLL,U107,LONMAA,Lonicera maackii,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,U95,LONMAA,Lonicera maackii,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,"MP, WO",U98,LONMAA,Lonicera maackii,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,UU121,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,UU125,LONMAA,Lonicera maackii,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,UU129,LONMAA,Lonicera maackii,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,UU130,LONMAA,Lonicera maackii,60,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,WO,V84,LONMAA,Lonicera maackii,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,VV122,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,VV133,LONMAA,Lonicera maackii,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,WW130,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,WW146,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,X110,LONMAA,Lonicera maackii,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,XX121,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,XX125,LONMAA,Lonicera maackii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/18,CB,XX129,LONMAA,Lonicera maackii,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",XX134,LONMAA,Lonicera maackii,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,WO,XX147,LONMAA,Lonicera maackii,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/18,WO,Y84,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,YY119,LONMAA,Lonicera maackii,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,YY122,LONMAA,Lonicera maackii,75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,WO,YY123,LONMAA,Lonicera maackii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",ZZ130,LONMAA,Lonicera maackii,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",ZZ132,LONMAA,Lonicera maackii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/18,WO,GG140,LONMAA,Lonicera maackii ,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/18,CB,HC144,LONMAA,Lonicera maackii ,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,CB,U111,LONMAA,Lonicera maackii ,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,NN136,LONMOR,Lonicera morrowii,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,OO129,LONMOR,Lonicera morrowii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,PP134,LONMOR,Lonicera morrowii,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",PP135,LONMOR,Lonicera morrowii,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,SML,QQ131,LONMOR,Lonicera morrowii,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",RR134,LONMOR,Lonicera morrowii,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/18,"PS, SML",SS136,LONMOR,Lonicera morrowii,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,CB,L121,LONRET,Lonicera reticulata,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,S97,LONRET,Lonicera reticulata,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/18,"MP, BS",HB136,LONTAT,Lonicera tatarica,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,CB,S92,LONTAT,Lonicera tatarica,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/18,WO,T84,LONTAT,Lonicera tatarica,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/18,JLL,E111,LYCAME,Lycopus americanus,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/18,CB,R79,LYCUNI,Lycopus uniflorus,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,"CB, WO",A128,MAIRAC,Maianthemum racemosum,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,AA117,MAIRAC,Maianthemum racemosum,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,CB,AA79,MAIRAC,Maianthemum racemosum,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/18,WO,AZ133,MAIRAC,Maianthemum racemosum,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,BB116,MAIRAC,Maianthemum racemosum,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/18,WO,BB118,MAIRAC,Maianthemum racemosum,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/18,"MP, WO",BB84,MAIRAC,Maianthemum racemosum,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,WO,C127,MAIRAC,Maianthemum racemosum,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC109,MAIRAC,Maianthemum racemosum,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/18,WO,CC110,MAIRAC,Maianthemum racemosum,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
