Date,Sampler,Plot ID Number,6-Letter Code,Species Name,Category: Seedling(S)/ Sapling(U)/ Shrub(SH),Sapling Category:< 5cm or > 5cm ,# Stems ,NOTES,,,,,,,
5/16/18,"BS, WS",PP143,PRUVIR,Prunus virginiana,SH,,1,,,,,,,,
5/16/18,"BS, WS",RR142,PRUVIR,Prunus virginiana,SH,,1,,,,,,,,
5/18/18,CB,XX142,PRUVIR,Prunus virginiana,SH,,3,,,,,,,,
5/16/18,"CB, WO",ZZ142,PRUVIR,Prunus virginiana,SH,,11,,,,,,,,
4/30/18,"CB, PB",K109,PRUVIR,Prunus virginiana ,U,<5,1,,,,,,,,
5/8/18,"JLL, SML",W87,PRUVIR,Prunus virginiana ,SH,,1,,,,,,,,
5/1/18,"CB, PB",Y110,PRUVIR ,Prunus virginiana ,SH,,4,,,,,,,,
5/1/18,"WO, SZ",AY122,PTETRI,Ptelea trifoliata ,SH,,10,,,,,,,,
5/8/18,"MO, PB",CC86,PTETRI,Ptelea trifoliata ,S,,8,,,,,,,,
5/1/18,"WO, SZ",AY127,QUEALB,Quercus alba,S,,14,,,,,,,,
5/7/18,"SML, WO",W95,QUEALB,Quercus alba,S,,9,,,,,,,,
5/10/18,"JLL, WS",A116,QUEMAC,Quercus macrocarpa,U,<5,1,,,,,,,,
5/1/18,"WO, SZ",AY124,QUEMAC,Quercus macrocarpa,S,,12,,,,,,,,
5/1/18,"WO, SZ",AY124,QUEMAC,Quercus macrocarpa,U,<5,1,,,,,,,,
5/10/18,"JLL, WS",B115,QUEMAC,Quercus macrocarpa,S,,11,,,,,,,,
5/18/18,CB,XX147,QUEMAC,Quercus macrocarpa,U,<5,2,,,,,,,,
5/18/18,"CB, PB, WO",EE126,QUERUB,Quercus rubra,U,>5,1,,,,,,,,
5/7/18,"PB, SZ",HH96,QUERUB,Quercus rubra,S,,1,,,,,,,,
4/30/18,"CB, PB",I109,QUERUB,Quercus rubra,U,<5,2,,,,,,,,
5/4/18,"JLL, PB",JJ111,QUERUB,Quercus rubra,S,,2,,,,,,,,
5/4/18,"BS, WO",FF117,Quercus sp.,Quercus sp.,S,,1,,,,,,,,
5/10/18,"JLL, WS",A116,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/10/18,"JLL, WS",A116,RHACAT,Rhamnus cathartica,U,>5,1,,,,,,,,
5/2/18,"BS, WO",A131,RHACAT,Rhamnus cathartica,S,,6,,,,,,,,
5/2/18,"BS, WO",A133,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/2/18,"BS, WO",AX132,RHACAT,Rhamnus cathartica,S,,12,,,,,,,,
5/1/18,"WO, SZ",AY127,RHACAT,Rhamnus cathartica,S,,8,,,,,,,,
5/2/18,"BS, WO",AY130,RHACAT,Rhamnus cathartica,S,,2,,,,,,,,
5/2/18,"BS, WO",AZ133,RHACAT,Rhamnus cathartica,S,,5,,,,,,,,
5/10/18,"JLL, WS",B115,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/9/18,"BS, SML",BB141,RHACAT,Rhamnus cathartica,S,,5,,,,,,,,
5/9/18,"BS, SML",BB144,RHACAT,Rhamnus cathartica,S,,5,,,,,,,,
5/1/18,"WO, SZ",C120,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/10/18,"BS, SL",CC138,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/9/18,"BS, SML",CC144,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/18/18,"CB, PB, WO",EE128,RHACAT,Rhamnus cathartica,S,,5,,,,,,,,
5/18/18,"CB, PB, WO",EE128,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/9/18,"BS, SML",GG146,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/9/18,"BS, SML",GG146,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/16/18,PB,HA124,RHACAT,Rhamnus cathartica,S,,8,,,,,,,,
5/16/18,PB,HA124,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/15/18,"CB, PB",HA132,RHACAT,Rhamnus cathartica,U,>5,1,,,,,,,,
5/15/18,"CB, PB",HA132,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,S,,53,a lot of little seedlings < 30 cm,,,,,,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,U,<5,3,,,,,,,,
5/16/18,PB,HB126,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/15/18,"CB, PB",HB131,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/17/18,CB,HB136,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/17/18,CB,HB138,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/16/18,"CB, WO",HB141,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/17/18,CB,HB146,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/16/18,PB,HC126,RHACAT,Rhamnus cathartica,S,,5,,,,,,,,
5/16/18,"CB, WO",HC142,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/16/18,"CB, WO",HD142,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/16/18,"CB, WO",HD142,RHACAT,Rhamnus cathartica,U,<5,0,,,,,,,,
5/17/18,CB,HD147,RHACAT,Rhamnus cathartica,U,>5,2,,,,,,,,
5/9/18,"BS, SML",HH147,RHACAT,Rhamnus cathartica,S,,3,,,,,,,,
4/30/18,"CB, PB",I109,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/24/18,JLL,II130,RHACAT,Rhamnus cathartica,U,<5,3,one buckthorn splits below BH in to 2 SH >5 cm DBH,,,,,,,
5/15/18,"SZ, WO",JJ129,RHACAT,Rhamnus cathartica,U,<5,18,,,,,,,,
5/18/18,"CB, PB, WO",KK122,RHACAT,Rhamnus cathartica,S,,11,,,,,,,,
5/15/18,"SZ, WO",LL128,RHACAT,Rhamnus cathartica,S,,7,,,,,,,,
5/10/18,"PB, WO",LL133,RHACAT,Rhamnus cathartica,U,>5,1,,,,,,,,
5/15/18,"MO, WS",LL141,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/16/18,"BS, WS",LL141,RHACAT,Rhamnus cathartica,S,,3,,,,,,,,
5/10/18,"JLL, WS",N142,RHACAT,Rhamnus cathartica,S,,68,,,,,,,,
5/10/18,"JLL, WS",N142,RHACAT,Rhamnus cathartica,U,<5,7,,,,,,,,
5/10/18,"JLL, WS",N144,RHACAT,Rhamnus cathartica,S,,76,,,,,,,,
5/4/18,"JLL, PB",NN114,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/15/18,"SZ, WO",NN126,RHACAT,Rhamnus cathartica,S,,8,,,,,,,,
5/15/18,"SZ, WO",NN126,RHACAT,Rhamnus cathartica,U,<5,5,,,,,,,,
5/16/18,"BS, WS",QQ139,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/16/18,"BS, WS",QQ139,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/23/18,CB,RR134,RHACAT,Rhamnus cathartica,S,,3,,,,,,,,
5/17/18,"BS, WS",RR139,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/15/18,"MO, WS",SS136,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
6/5/18,"JL, SL, SZ",TT121,RHACAT,Rhamnus cathartica,U,<5,4,,,,,,,,
5/7/18,"SML, WO",U98,RHACAT,Rhamnus cathartica,U,<5,7,,,,,,,,
6/5/18,"JL, SL  ",UU121,RHACAT,Rhamnus cathartica,U,>5,2,,,,,,,,
6/5/18,"JL, SL  ",UU121,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/9/18,"PB, WO",VV122,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/11/18,PB,VV133,RHACAT,Rhamnus cathartica,U,<5,1,,,,,,,,
5/15/18,"SZ, WO",WW137,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
6/5/18,"MO, SZ",XX121,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/18/18,CB,XX134,RHACAT,Rhamnus cathartica,U,<5,3,,,,,,,,
6/6/18,"JL, SL, SZ",Y80,RHACAT,Rhamnus cathartica,S,,3,,,,,,,,
5/9/18,"PB, WO",YY122,RHACAT,Rhamnus cathartica,U,<5,12,,,,,,,,
5/9/18,"PB, WO",YY122,RHACAT,Rhamnus cathartica,S,,11,,,,,,,,
5/23/18,CB,YY123,RHACAT,Rhamnus cathartica,S,,7,,,,,,,,
5/19/18,CB,Z108,RHACAT,Rhamnus cathartica,U,<5,6,,,,,,,,
5/22/18,JLL,Z108,RHACAT,Rhamnus cathartica,U,<5,12,,,,,,,,
5/22/18,JLL,Z108,RHACAT,Rhamnus cathartica,S,,4,,,,,,,,
5/3/18,"WO, BS",Z122,RHACAT,Rhamnus cathartica,S,,1,,,,,,,,
5/15/18,"CB, PB",ZZ134,RHACAT,Rhamnus cathartica,U,<5,2,,,,,,,,
5/17/18,CB,HE136,Ribes sp.,Ribes sp.,SH,,1,gooseberry,,,,,,,
6/6/18,"JL, SL, SZ",MM97,ROBPSE,Robinia pseudoacacia,S,,1,,,,,,,,
5/1/18,"WO, SZ",C120,ROSMUL,Rosa multiflora,SH,,1,,,,,,,,
5/18/18,"CB, PB, WO",DD130,ROSMUL,Rosa multiflora,SH,,10,,,,,,,,
5/16/18,PB,HB125,ROSMUL,Rosa multiflora,SH,,1,,,,,,,,
5/8/18,"MO, PB",HH85,ROSMUL,Rosa multiflora,SH,,1,,,,,,,,
5/15/18,"MO, WS",SS136,ROSMUL,Rosa multiflora,SH,,6,,,,,,,,
5/2/18,"CB, PB",U110,ROSMUL,Rosa multiflora,SH,,5,,,,,,,,
5/18/18,CB,YY140,ROSMUL,Rosa multiflora,SH,,1,,,,,,,,
5/15/18,"CB, PB",ZZ134,ROSMUL,Rosa multiflora,SH,,1,,,,,,,,
5/1/18,"WO, SZ",C123,RUBALL,Rubus allegheniensis,SH,,4,,,,,,,,
5/3/18,"JLL, PB",HH116,RUBALL,Rubus allegheniensis,SH,,1,1 prunus dead,,,,,,,
5/8/18,"MO, PB",HH85,RUBALL,Rubus allegheniensis,SH,,4,,,,,,,,
5/3/18,"JLL, PB",I138,RUBALL,Rubus allegheniensis,SH,,8,,,,,,,,
5/2/18,"WS, JLL",P138,RUBALL,Rubus allegheniensis,SH,,7,,,,,,,,
5/8/18,"JLL, SML",S75,RUBALL,Rubus allegheniensis,SH,,1,,,,,,,,
5/8/18,"JLL, SML",X76,RUBALL,Rubus allegheniensis,SH,,1,,,,,,,,
5/8/18,"MO, PB",DD86,RUBOCC,Rubus occidentalis,SH,,2,,,,,,,,
5/18/18,"CB, PB, WO",EE128,RUBOCC,Rubus occidentalis,SH,,12,,,,,,,,
5/1/18,"SZ, WO",F122,RUBOCC,Rubus occidentalis,SH,,1,,,,,,,,
5/7/18,"PB, SZ",FF94,RUBOCC,Rubus occidentalis,SH,,2,,,,,,,,
5/8/18,"MO, PB",HH85,RUBOCC,Rubus occidentalis,SH,,1,,,,,,,,
5/2/18,"CB, PB",JJ102,RUBOCC,Rubus occidentalis,SH,,1,,,,,,,,
5/8/18,"KC, WO",W91,RUBOCC,Rubus occidentalis,SH,,1,,,,,,,,
5/3/18,"JLL, PB",A117,Rubus sp.,Rubus sp.,SH,,1,,,,,,,,
5/18/18,"CB, PB, WO",DD130,SAMCAN,Sambucus canadensis,SH,,1,,,,,,,,
5/4/18,"BS, WO",LL119,SAMCAN,Sambucus canadensis,SH,,1,,,,,,,,
5/22/18,JLL,MM94,SAMCAN,Sambucus canadensis,SH,,2,,,,,,,,
5/20/18,CB,S92,SAMCAN,Sambucus canadensis,SH,,1,,,,,,,,
5/2/18,CB,HH103,SMITAM,Smilax tamnoides hispida,SH,,1,bristly greenbrier,,,,,,,
5/3/18,"PB, JLL",BB121,TILAME,Tilia americana,S,,1,,,,,,,,
5/7/18,"PB, SZ",DD100,TILAME,Tilia americana,U,<5,3,seedlings & saplings dead due to fire,,,,,,,
5/7/18,"PB, SZ",FF91,TILAME,Tilia americana,S,,17,,,,,,,,
5/7/18,"PB, SZ",FF91,TILAME,Tilia americana,U,<5,4,,,,,,,,
5/7/18,"PB, SZ",GG92,TILAME,Tilia americana,S,,2,,,,,,,,
5/16/18,"CB, WO",HB141,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/15/18,"CB, PB",HC130,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/17/18,CB,HC135,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/17/18,CB,HD135,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/8/18,"MO, PB",HH85,TILAME,Tilia americana,U,<5,4,,,,,,,,
5/2/18,"JLL, WS",KK116,TILAME,Tilia americana,S,,2,1 dead elm <5cm,,,,,,,
5/1/18,"CB, PB",L111,TILAME,Tilia americana,S,,1,,,,,,,,
5/1/18,"WS, JLL",L120,TILAME,Tilia americana,U,<5,4,,,,,,,,
5/1/18,"WS, JLL",L120,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/7/18,"JLL, WS",LL103,TILAME,Tilia americana,S,,1,,,,,,,,
5/7/18,"JLL, WS",LL104,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/15/18,"MO, WS",LL141,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/16/18,"BS, WS",LL141,TILAME,Tilia americana,U,>5,1,,,,,,,,
6/6/18,"JL, SL, SZ",MM97,TILAME,Tilia americana,S,,1,,,,,,,,
5/15/18,"MO, WS",NN136,TILAME,Tilia americana,S,,1,,,,,,,,
5/15/18,"MO, WS",NN136,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/15/18,"MO, WS",NN136,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/7/18,"JLL, WS",OO100,TILAME,Tilia americana,U,<5,1,,,,,,,,
6/6/18,"JL, SL, SZ",OO95,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/16/18,"BS, WS",QQ140,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/16/18,"BS, WS",SS142,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/10/18,"PB, WO",TT133,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/15/18,"MO, WS",TT140,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/15/18,"MO, WS",TT140,TILAME,Tilia americana,U,>5,1,,,,,,,,
5/16/18,"BS, WS",TT143,TILAME,Tilia americana,U,<5,1,,,,,,,,
5/2/18,"BS, WO",U125,TILAME,Tilia americana,S,,26,,,,,,,,
5/7/18,"SML, WO",U95,TILAME,Tilia americana,U,<5,2,,,,,,,,
4/30/18,"WO, SZ",F118,TILAME,Tilia americana ,U,<5,1,,,,,,,,
5/10/18,"JLL, WS",A116,TOXRAD,Toxicodendron radicans,SH,,1,,,,,,,,
5/8/18,"JLL, SML",X76,TOXRAD ,Toxicodendron radicans,SH,,1,,,,,,,,
5/2/18,"BS, WO",A131,ULMAME,Ulmus americana,U,<5,1,,,,,,,,
5/2/18,"BS, WO",A133,ULMAME,Ulmus americana,S,,4,,,,,,,,
5/2/18,"BS, WO",AZ133,ULMAME,Ulmus americana,S,,2,,,,,,,,
4/30/18,"CB, PB",I109,ULMAME,Ulmus americana,U,<5,3,,,,,,,,
5/4/18,"BS, WO",II122,ULMAME,Ulmus americana,U,>5,1,,,,,,,,
4/30/18,"CB, PB",K109,ULMAME,Ulmus americana,U,<5,7,,,,,,,,
5/10/18,"PB, WO",LL133,ULMAME,Ulmus americana,S,,1,,,,,,,,
5/4/18,"JLL, PB",MM114,ULMAME,Ulmus americana,U,<5,1,maybe dead?,,,,,,,
4/30/18,"WS, JLL",N113,ULMAME,Ulmus americana,U,<5,2,,,,,,,,
5/4/18,"JLL, PB",NN114,ULMAME,Ulmus americana,S,,1,,,,,,,,
5/9/18,"JLL, WS",PP134,ULMAME,Ulmus americana,U,<5,1,,,,,,,,
5/16/18,"BS, WS",QQ139,ULMAME,Ulmus americana,U,>5,2,,,,,,,,
5/17/18,"BS, WS",RR139,ULMAME,Ulmus americana,S,,2,,,,,,,,
5/17/18,"BS, WS",RR139,ULMAME,Ulmus americana,U,<5,1,,,,,,,,
5/7/18,"JLL, WS",SS113,ULMAME,Ulmus americana,U,<5,1,,,,,,,,
5/15/18,"MO, WS",SS136,ULMAME,Ulmus americana,U,>5,1,,,,,,,,
5/15/18,"MO, WS",TT137,ULMAME,Ulmus americana,U,>5,1,,,,,,,,
5/8/18,"JLL, SML",U70,ULMAME,Ulmus americana,S,,1,,,,,,,,
5/7/18,"SML, WO",U95,ULMAME,Ulmus americana,S,,1,,,,,,,,
5/8/18,"KC, WO",W91,ULMAME,Ulmus americana,U,<5,2,,,,,,,,
5/2/18,"BS, WO",X125,ULMAME,Ulmus americana,S,,2,,,,,,,,
5/16/18,"CB, WO",ZZ142,ULMAME,Ulmus americana,U,<5,1,,,,,,,,
4/30/18,CB ,J110,ULMAME,Ulmus americana ,U,<5,1,,,,,,,,
5/22/18,CB,DD78,ULMRUB,Ulmus rubra,U,<5,1,,,,,,,,
5/22/18,CB,EE78,ULMRUB,Ulmus rubra,S,,1,,,,,,,,
5/16/18,"CB, WO",HB143,ULMRUB,Ulmus rubra,U,<5,2,,,,,,,,
5/2/18,JLL,I133,Ulmus sp.,Ulmus sp.,S,,1,,,,,,,,
5/16/18,"BS, WS",RR142,Ulmus sp.,Ulmus sp.,S,,1,,,,,,,,
5/15/18,"MO, WS",NN136,Unidentified sp.,Unidentified sp.,U,<5,1,dead snag,,,,,,,
5/20/18,CB,P95,VIBDEN,Viburnum dentatum,SH,,57,,,,,,,,
5/23/18,CB,PP137,VIBDEN,Viburnum dentatum,SH,,1,,,,,,,,
5/20/18,CB,S92,VIBDEN,Viburnum dentatum,SH,,22,,,,,,,,
6/6/18,"JL, SL, SZ",Y80,VIBDEN,Viburnum dentatum,SH,,8,,,,,,,,
5/7/18,"PB, SZ",HH96,VIBOPU,Viburnum opulus,SH,,1,,,,,,,,
4/30/18,"CB, PB",I109,VIBPRU,Viburnum prunifolium,SH,,25,,,,,,,,
4/30/18,CB ,J110,VIBPRU,Viburnum prunifolium  ,SH,,13,,,,,,,,
5/8/18,"JLL, SML",W87,Viburnum sp.,Viburnum sp.,SH,,4,one dead,,,,,,,
5/8/18,"JLL, SML",X76,Viburnum sp.,Viburnum sp.,SH,,1,,,,,,,,
5/16/18,"CB, WO",HC144,Vitis sp.,Vitis sp.,SH,,1,grapevine,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
