Date,Sampler,Plot ID Number,6-Letter Code,Species Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Notes,,,,,,,,,,,
5/21/18,CB,V73,GEUCAN,Geum canadense,8,3,,,,,,,,,,,,,
5/7/18,"SL, WO",V95,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/11/18,PB,VV133,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",W137,GEUCAN,Geum canadense,3,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/8/18,"KS, WO",W91,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/22/18,JLL,WW102,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/18/18,CB,WW140,GEUCAN,Geum canadense,8,3,,,,,,,,,,,,,
5/2/18,"BS, WO",X125,GEUCAN,Geum canadense,4,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X76,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X78,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X87,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/8/18,"KS, WO",X93,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/18/18,CB,XX134,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/9/18,"BS, SML",Y147,GEUCAN,Geum canadense,8,3,,,,,,,,,,,,,
5/8/18,"JLL, SML",Y90,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/7/18,"SL, WO",Y96,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",Z143,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z76,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/22/18,CB,Z82,GEUCAN,Geum canadense,7,3,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z86,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",Z92,GEUCAN,Geum canadense,1,2,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ132,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ134,GEUCAN,Geum canadense,2,2,,,,,,,,,,,,,
5/3/18,"JLL,PB",BB118,GEUCAN,Geum canadense ,3,2,,,,,,,,,,,,,
5/17/18,CB,HB136,GEUCAN,Geum canadense ,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",I133,GEUCAN,Geum canadense ,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",RR113,GEUCAN,Geum canadense ,2,2,,,,,,,,,,,,,
5/18/18,"CB, PB, WO",Y135,GEUCAN,Geum canadense ,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",X143,Geum sp.,Geum sp.,1,2,,,,,,,,,,,,,
5/21/18,CB,U74,GEUVER,Geum vernum,5,3,,,,,,,,,,,,,
5/10/18,"JLL, WS",E111,GLEHED,Glechoma hederacea,3,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,GLEHED,Glechoma hederacea,25,4,,,,,,,,,,,,,
5/7/18,"PB, SZ",FF94,GLEHED,Glechoma hederacea,2,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",MM108,GLEHED,Glechoma hederacea,2,2,,,,,,,,,,,,,
5/22/18,JLL,PP96,GLEHED,Glechoma hederacea,15,3,,,,,,,,,,,,,
5/22/18,JLL,UU117,GLEHED,Glechoma hederacea,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",V76,GLEHED,Glechoma hederacea,1,2,,,,,,,,,,,,,
5/9/18,"BS, SML",HH147,GLEHED,Glechoma hederacea ,75,6,,,,,,,,,,,,,
4/30/18,"WS, JLL",E109,GLYSTR,Glyceria striata,8,3,,,,,,,,,,,,,
5/15/18,"CB, PB",HA132,GLYSTR,Glyceria striata,1,2,,,,,,,,,,,,,
5/20/18,CB,P95,GLYSTR,Glyceria striata,2,2,,,,,,,,,,,,,
5/16/18,"BS, WS",TT143,GLYSTR,Glyceria striata,15,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",Y80,GLYSTR,Glyceria striata ,3,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A133,HACVIR,Hackelia virginiana,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A135,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/22/18,CB,AA79,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C123,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C125,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/20/18,CB,C136,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/8/18,"MO, PB",CC86,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",CC96,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD100,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/19/18,CB,EE111,HACVIR,Hackelia virginiana,6,3,,,,,,,,,,,,,
5/3/18,"BS, WO",FF112,HACVIR,Hackelia virginiana,7,3,,,,,,,,,,,,,
5/19/18,CB,FF114,HACVIR,Hackelia virginiana,5,3,,,,,,,,,,,,,
6/5/18,"MO, SZ",FF127,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",G137,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",GG94,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",HA132,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH110,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH112,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",JJ111,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",JJ114,HACVIR,Hackelia virginiana,5,3,,,,,,,,,,,,,
5/8/18,"MO, PB",JJ93,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",K137,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",KK121,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/23/18,JLL,KK93,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",LL103,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL110,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL114,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO101,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/23/18,CB,PP137,HACVIR,Hackelia virginiana,4,2,,,,,,,,,,,,,
5/19/18,CB,QQ111,HACVIR,Hackelia virginiana,4,2,,,,,,,,,,,,,
5/8/18,"KC, WO",R86,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",SS113,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/21/18,CB,U74,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/20/18,CB,U96,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",V84,HACVIR,Hackelia virginiana,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",W137,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
6/5/18,"MO, SZ",WW146,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/9/18,"BS, SML",Y147,HACVIR,Hackelia virginiana,6,3,,,,,,,,,,,,,
5/22/18,CB,Y84,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/22/18,CB,Z82,HACVIR,Hackelia virginiana,3,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z86,HACVIR,Hackelia virginiana,1,2,,,,,,,,,,,,,
5/7/18,"WO, SL",U95,HELAUT,Helenium autumnale,3,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",C105,HELGRO,Helianthus grosseserratus,35,4,,,,,,,,,,,,,
5/18/18,"CB, PB, WO",HH130,HELGRO,Helianthus grosseserratus ,4,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",C111,Helianthus sp.,Helianthus sp.,60,5,,decapetalus/hirsutis?,,,,,,,,,,,
5/10/18,"JLL, WS",D113,Helianthus sp.,Helianthus sp.,2,2,,,,,,,,,,,,,
6/6/18,JL,E110,Helianthus sp.,Helianthus sp.,5,3,,,,,,,,,,,,,
4/30/18,"WO, SZ",H115,Helianthus sp.,Helianthus sp.,10,3,,,,,,,,,,,,,
5/7/18,"JLL, WS",V95,Helianthus sp.,Helianthus sp.,1,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",G126,HEPACU,Hepatica acutiloba,4,2,,,,,,,,,,,,,
5/23/18,JLL,LL93,HEPACU,Hepatica acutiloba,2,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",MM97,HESMAT,Hesperis matronalis,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",NN97,HESMAT,Hesperis matronalis,4,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",OO95,HESMAT,Hesperis matronalis,10,3,,,,,,,,,,,,,
5/9/18,"PB, WO",WW124,HESMAT,Hesperis matronalis,1,2,,,,,,,,,,,,,
5/3/18,"WO, SZ",AA125,HYDAPP,Hydrophyllum appendiculatum,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",AA125,HYDAPP,Hydrophyllum appendiculatum,2,2,,,,,,,,,,,,,
5/15/18,"MO, WS",TT140,HYDAPP,Hydrophyllum appendiculatum,4,2,,,,,,,,,,,,,
5/3/18,"WS, JLL",BB121,HYDAPP,Hydrophyllum appendiculatum ,4,2,,greater water leaf,,,,,,,,,,,
5/22/18,CB,EE78,HYDAPP,Hydrophyllum appendiculatum ,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",D113,Hydrophyllum sp.,Hydrophyllum sp.,1,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",AY124,HYDVIR,Hydrophyllum virginianum,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",BB118,HYDVIR,Hydrophyllum virginianum,30,4,,,,,,,,,,,,,
5/1/18,"WO, SZ",C125,HYDVIR,Hydrophyllum virginianum,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH93,HYDVIR,Hydrophyllum virginianum,1,2,,,,,,,,,,,,,
4/30/18,"CB, PB",K107,HYDVIR,Hydrophyllum virginianum,3,2,,,,,,,,,,,,,
5/1/18,"WS, JLL",N116,HYDVIR,Hydrophyllum virginianum,2,2,,,,,,,,,,,,,
5/1/18,"CB, PB",O108,HYDVIR,Hydrophyllum virginianum,2,2,,,,,,,,,,,,,
5/1/18,"CB, PB",P107,HYDVIR,Hydrophyllum virginianum,8,3,,,,,,,,,,,,,
5/10/18,"BS, TP",QQ146,HYDVIR,Hydrophyllum virginianum,3,2,,,,,,,,,,,,,
5/1/18,"WS, JLL",T122,HYDVIR,Hydrophyllum virginianum,3,2,,,,,,,,,,,,,
5/2/18,"BS, WO",W128,HYDVIR,Hydrophyllum virginianum,2,2,,,,,,,,,,,,,
5/1/18,"CB, PB",Y112,HYDVIR,Hydrophyllum virginianum,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",A124,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/3/18,"WO, SZ",AA125,Impatiens sp.,Impatiens sp.,35,4,,,,,,,,,,,,,
5/22/18,CB,AA79,Impatiens sp.,Impatiens sp.,6,3,,,,,,,,,,,,,
5/7/18,"PB, SZ",AA95,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",AY117,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",B127,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",B128,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",BB116,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/3/18,"JLL,PB",BB118,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/3/18,"WS, JLL",BB121,Impatiens sp.,Impatiens sp.,15,3,,,,,,,,,,,,,
5/8/18,"MO, PB",BB84,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",BB92,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C120,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C125,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C127,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/20/18,CB,C136,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",CC123,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/10/18,"BS, SL",CC138,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",CC96,Impatiens sp.,Impatiens sp.,7,3,,,,,,,,,,,,,
5/3/18,"WO, SZ",D117,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",D123,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD100,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/22/18,CB,DD78,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",EE108,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE126,Impatiens sp.,Impatiens sp.,6,3,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/3/18,"WO, SZ",F118,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",F122,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",F134,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",FF117,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",FF123,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/5/18,"JL, SL",FF126,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/5/18,"MO, SZ",FF127,Impatiens sp.,Impatiens sp.,5,3,,,,,,,,,,,,,
5/18/18,"PB, WO",GG127,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/10/18,"BS, SL",GG135,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",GG92,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/17/18,CB,HA147,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",HH116,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/18/18,"PB, WO",HH126,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/22/18,CB,HH79,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/8/18,"MO, PB",HH85,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/8/18,"MO, PB",HH87,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH90,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
4/30/18,"WO, SZ",I117,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",I133,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/15/18,"MO, WS",II142,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"MO, PB",II87,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",II90,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",J121,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,JLL,J133,Impatiens sp.,Impatiens sp.,1,1,,,,,,,,,,,,,
5/20/18,CB,J135,Impatiens sp.,Impatiens sp.,33,4,,,,,,,,,,,,,
5/4/18,"BS, WO",JJ121,Impatiens sp.,Impatiens sp.,8,3,,,,,,,,,,,,,
5/15/18,"SZ, WO",JJ129,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/16/18,"BS, WS",JJ140,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/8/18,"MO, PB",JJ87,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/8/18,"MO, PB",JJ93,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,JLL,K130,Impatiens sp.,Impatiens sp.,1,1,,,,,,,,,,,,,
5/4/18,"JLL, PB",KK116,Impatiens sp.,Impatiens sp.,10,3,,,,,,,,,,,,,
5/4/18,"BS, WO",KK119,Impatiens sp.,Impatiens sp.,6,3,,,,,,,,,,,,,
5/18/18,"PB, WO",KK121,Impatiens sp.,Impatiens sp.,8,3,,,,,,,,,,,,,
5/18/18,"PB, WO",KK122,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/10/18,"BS, TP",KK145,Impatiens sp.,Impatiens sp.,3,2,,open canopy,,,,,,,,,,,
5/23/18,JLL,KK93,Impatiens sp.,Impatiens sp.,20,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL110,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",LL119,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/23/18,CB,LL84,Impatiens sp.,Impatiens sp.,6,3,,,,,,,,,,,,,
5/8/18,"MO, PB",LL90,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/23/18,JLL,LL93,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/22/18,JLL,MM94,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",MM97,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/22/18,JLL,NN100,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/4/18,"BS, WO",NN118,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/23/18,JLL,NN140,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/23/18,JLL,NN91,Impatiens sp.,Impatiens sp.,10,3,,,,,,,,,,,,,
6/6/18,"SL, SZ",NN97,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",O135,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",O136,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",OO116,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",OO95,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/23/18,CB,PP124,Impatiens sp.,Impatiens sp.,13,3,,,,,,,,,,,,,
5/9/18,"JLL, WS",PP134,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/23/18,CB,PP137,Impatiens sp.,Impatiens sp.,30,4,,,,,,,,,,,,,
5/22/18,JLL,PP92,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/2/18,"CB, PB",Q110,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/21/18,CB,Q127,Impatiens sp.,Impatiens sp.,20,3,,,,,,,,,,,,,
5/2/18,"WS, JLL",Q135,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"KS, WO",Q96,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/10/18,"BS, TP",QQ146,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"CB, PB",R109,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"KC, WO",R83,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/8/18,"KC, WO",R86,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/23/18,JLL,RR116,Impatiens sp.,Impatiens sp.,60,5,,seedlings,,,,,,,,,,,
5/9/18,"PB, WO",RR126,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",RR95,Impatiens sp.,Impatiens sp.,5,3,,,,,,,,,,,,,
5/2/18,PB,S111,Impatiens sp.,Impatiens sp.,10,3,,,,,,,,,,,,,
5/2/18,"WS, JLL",S134,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S70,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S72,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/20/18,CB,S92,Impatiens sp.,Impatiens sp.,5,3,,,,,,,,,,,,,
5/7/18,"JLL, WS",SS113,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/23/18,CB,SS130,Impatiens sp.,Impatiens sp.,4,2,,rock = concrete,,,,,,,,,,,
5/15/18,"MO, WS",SS136,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/16/18,"BS, WS",SS141,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/2/18,"CB, PB",T114,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",T127,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",T84,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/4/18,"BS, WO",T88,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
6/5/18,"JL, SL",TT121,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/15/18,"MO, WS",TT137,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/16/18,"BS, WS",TT143,Impatiens sp.,Impatiens sp.,45,2,,,,,,,,,,,,,
5/2/18,"CB, PB",U110,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/2/18,"CB, PB",U111,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/20/18,CB,U96,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/7/18,"SL, WO",U98,Impatiens sp.,Impatiens sp.,15,3,,,,,,,,,,,,,
5/2/18,"CB, PB",V114,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/3/18,"BS, WO",V121,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",V134,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/3/18,"BS, WO",V136,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/1/18,"CB, PB",W109,Impatiens sp.,Impatiens sp.,2,2,,cotyledons,,,,,,,,,,,
5/2/18,"BS, WO",W128,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/2/18,"BS, WO",W132,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W72,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/3/18,"BS, WO",X118,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/3/18,"BS, WO",X121,Impatiens sp.,Impatiens sp.,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",X125,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X76,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X78,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X87,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/5/18,"MO, SZ",XX121,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/9/18,"BS, SML",Y147,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",Y80,Impatiens sp.,Impatiens sp.,3,2,,,,,,,,,,,,,
5/7/18,"SL, WO",Y96,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/18/18,CB,YY140,Impatiens sp.,Impatiens sp.,11,3,,,,,,,,,,,,,
5/19/18,"CB,JLL",Z108,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",Z122,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/21/18,CB,Z124,Impatiens sp.,Impatiens sp.,20,3,,,,,,,,,,,,,
5/3/18,"BS,WO",Z128,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/3/18,"WO, SZ",Z132,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z76,Impatiens sp.,Impatiens sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z86,Impatiens sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",Y115,Impatiets sp.,Impatiens sp.,1,2,,,,,,,,,,,,,
6/5/18,"JL, SL",FF132,JUGNIG,Juglans nigra,2,2,1,,,,,,,,,,,,
5/10/18,"JLL, WS",X143,Juncus sp.,Juncus sp.,1,2,,Juncus tenuis?,,,,,,,,,,,
5/9/18,"PB, WO",YY122,JUNVIR,Juniperus virginiana ,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD100,LACCAN,Lactuca canadensis,2,2,,,,,,,,,,,,,
5/22/18,CB,AA79,LACFLO,Lactuca floridana,3,2,,,,,,,,,,,,,
5/20/18,CB,C136,LACFLO,Lactuca floridana,6,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC110,Lactuca sp.,Lactuca sp.,1,2,,,,,,,,,,,,,
5/22/18,JLL,LL102,Lactuca sp.,Lactuca sp.,3,2,,,,,,,,,,,,,
5/22/18,JLL,NN100,Lactuca sp.,Lactuca sp.,2,2,,,,,,,,,,,,,
5/23/18,JLL,NN91,Lactuca sp.,Lactuca sp.,2,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",OO116,Lactuca sp.,Lactuca sp.,2,2,,Lactuca canadensis?,,,,,,,,,,,
5/23/18,JLL,PP117,Lactuca sp.,Lactuca sp.,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",V136,Lactuca sp.,Lactuca sp.,2,2,,,,,,,,,,,,,
6/6/18,JL,WW106,Lactuca sp.,Lactuca sp.,1,2,,,,,,,,,,,,,
5/7/18,"SL, WO",Y96,Lactuca sp.,Lactuca sp.,2,2,,L. floridana,,,,,,,,,,,
