PltSequence,Plot,Aspect,Slope,Group,Grp,Type,Elevation,CanopyOpenness,LnSlope,LnCanopyOpenness,BA,LnBA,InMoIndx,GLRichness,AlienRich,AlienCover,AlienNativeRatio,xRn,xRa_xRn,LnxRn,LnANratio,ASden,NSden,xRaS,xRnS,A_NSden,A_NxRS,GraminoidR,SpringR,SummerR,WoodyR,Spring_SummerRatio,WoodyCoverGL
7,OO-110,23.1989,1.0907,F.am-U.am,AshElm,W.ash,215.5,27.53,0.086819692,3.315276319,0.177431911,-1.729168344,137.83,11,4,14,0.363636364,11,0.363636364,2.48490665,0.310154928,0,1,0,1,0.5,0.5,0,0,9,2,0.1,6
259,OO-116,20.3441,6.7666,Q.rubra,ROak,R.oak,209.2,7.27,1.911998745,1.983756292,0.203413771,-1.592513094,142.77,1,0,0,0,1,0,0.693147181,0,0,0,0,0,1,1,0,0,0,1,1,8
305,OO-129,219.5595,4.2653,Q.alba,WOak,W.oak,210.2,6.88,1.450512518,1.928618652,1.364782516,0.310995087,129.84,1,0,0,0,1,0,0.693147181,0,3,0,1,0,4,2,0,0,0,1,1,3
100,OO-130,208.4128,4.9547,J.nig-U.rub,WnutElm,W'nut,211.8,7.1,1.600336621,1.960094784,0.799497038,-0.223772452,129.17,3,2,6,0.666666667,3,0.666666667,1.386294361,0.510825624,7,0,1,0,8,2,1,2,1,0,1.5,0
37,OO-146,253.6104,3.8017,F.am-U.am,AshElm,W.ash,222.5,6.65,1.335448335,1.894616855,0.339029739,-1.08166745,135.6,13,2,6,0.153846154,13,0.153846154,2.63905733,0.143100844,2,1,1,1,1.5,1,0,3,3,5,1,14
236,OO-95,329.0363,5.8264,Q.rubra,ROak,R.oak,209.7,13.57,1.762399314,2.607861474,0.520364147,-0.65322643,138.93,5,0,0,0,5,0,1.791759469,0,1,0,1,0,2,2,0,0,3,2,0.25,47
198,P-107,19.7989,3.8004,A.saccharum,Maple,Maple,229.6,7.75,1.335106324,2.047692843,0.727148473,-0.318624595,145.3,3,1,3,0.333333333,4,0.25,1.609437912,0.223143551,0,6,0,1,0.142857143,0.5,1,3,0,0,4,0
361,P-124,20.5562,2.4462,Q.alba,WOak,W.oak,222,8.34,0.8945358,2.121063216,0.68742834,-0.374797688,141.26,12,0,0,0,12,0,2.564949357,0,0,2,0,1,0.333333333,0.5,0,5,4,3,1.2,10
254,P-126,5.5721,5.88,Q.rubra,ROak,R.oak,224.1,10.32,1.771556762,2.33408376,1.601934168,0.471211754,146.06,6,0,0,0,6,0,1.945910149,0,0,0,0,0,1,1,0,4,2,0,1.666666667,0
11,P-95,-1,0,F.am-U.am,AshElm,W.ash,225.6,23.47,,3.15572301,0.209260356,-1.56417608,139.68,1,1,20,1,1,1,0.693147181,0.693147181,0,7,0,1,0.125,0.5,0,0,0,0,1,0
109,PP-117,21.0375,1.9943,F.penn,GAsh,G.ash,206.5,14.2,0.690293112,2.653241965,0.040100645,-3.21636286,136.34,5,2,23,0.4,5,0.4,1.791759469,0.336472237,0,5,0,1,0.166666667,0.5,0,0,1,3,0.5,85
54,PP-128,213.6899,5.1506,P.serot,Cherry,Cherry,210.5,8.7,1.639113213,2.163323026,0.464695645,-0.766372615,128.29,7,3,16,0.428571429,7,0.428571429,2.079441542,0.356674944,17,0,1,0,18,2,0,1,3,3,0.5,19
224,PP-132,165.6508,3.1756,A.saccharum,Maple,Maple,217.2,6.59,1.155496591,1.885553349,0.355854735,-1.033232679,133.62,1,0,0,0,1,0,0.693147181,0,6,0,1,0,7,2,0,0,0,1,1,1
126,PP-134,188.807,5.1319,T.americana,B.wood,B'wood,215.9,10.71,1.635475961,2.371177884,0.445016051,-0.809644928,130.02,6,1,5,0.166666667,6,0.166666667,1.945910149,0.15415068,0,0,0,0,1,1,0,3,2,1,1.333333333,75
88,PP-135,261.8699,1.0127,J.nig-U.rub,WnutElm,W'nut,215.9,8.52,0.012620031,2.142416341,1.112941913,0.107006881,135.89,3,1,1,0.333333333,3,0.333333333,1.386294361,0.287682073,12,1,1,1,6.5,1,0,1,1,1,1,1
25,PP-137,260.2179,2.1067,F.am-U.am,AshElm,W.ash,218.1,10.1,0.745122742,2.312535424,0.396564823,-0.924915763,135.85,1,0,0,0,1,0,0.693147181,0,0,7,0,1,0.125,0.5,0,0,0,1,1,25
273,PP-143,202.6714,6.1085,Q.rubra,ROak,R.oak,217.3,7.67,1.809681244,2.037316615,1.475841705,0.389228475,129.17,5,0,0,0,5,0,1.791759469,0,0,13,0,2,0.071428571,0.333333333,0,1,2,2,0.666666667,23
167,PP-146,231.34,1.8338,Q.macrocarpa,BurOak,B.oak,222.9,9.06,0.606390317,2.20386912,1.031008303,0.030537258,136.87,6,1,5,0.166666667,6,0.166666667,1.945910149,0.15415068,0,1,0,1,0.5,0.5,0,2,2,2,1,16
70,PP-92,293.2004,0.5454,J.nig-U.rub,WnutElm,W'nut,206.9,16.03,-0.606235809,2.774461967,0.901211686,-0.104015103,134.03,8,1,5,0.125,8,0.125,2.197224577,0.117783036,0,1,0,1,0.5,0.5,0,1,4,3,0.4,7
71,PP-96,278.5309,2.8944,J.nig-U.rub,WnutElm,W'nut,210,12.93,1.062777836,2.559550193,0.70131442,-0.354798962,133.81,11,0,0,0,11,0,2.48490665,0,4,0,2,0,5,3,0,3,5,3,0.666666667,30
203,Q-110,315,0.9115,A.saccharum,Maple,Maple,216.3,8.52,-0.092663685,2.142416341,0.351199664,-1.046400374,137.25,10,0,0,0,10,0,2.397895273,0,0,1,0,1,0.5,0.5,0,3,3,3,1,47
289,Q-120,353.2904,4.8918,Q.rubra,ROak,R.oak,219.6,8.15,1.587560334,2.098017927,0.934917085,-0.067297433,142.92,7,0,0,0,7,0,2.079441542,0,0,0,0,0,1,1,0,3,2,2,1.333333333,4
380,Q-122,293.5526,3.0441,Q.alba,WOak,W.oak,226,8.41,1.113205291,2.129421474,0.835440993,-0.179795558,139.86,6,0,0,0,6,0,1.945910149,0,0,1,0,1,0.5,0.5,0,1,1,3,1,12
42,Q-127,20.6956,6.8575,F.am-U.am,AshElm,W.ash,220.1,9.43,1.925342944,2.243896097,1.403715372,0.339122559,146.05,4,1,8,0.25,4,0.25,1.609437912,0.223143551,0,1,0,1,0.5,0.5,0,2,0,2,3,21
212,Q-129,11.6594,4.5972,A.saccharum,Maple,Maple,220.3,9.17,1.525447423,2.215937286,0.438003434,-0.825528529,143.28,5,0,0,0,5,0,1.791759469,0,0,0,0,0,1,1,0,3,1,1,2,20
199,Q-132,78.6894,1.4604,A.saccharum,Maple,Maple,220.1,9.5,0.378710371,2.251291799,0.655820251,-0.421868535,138.85,6,1,15,0.166666667,6,0.166666667,1.945910149,0.15415068,0,1,0,1,0.5,0.5,0,4,0,2,5,6
80,Q-135,104.7439,1.4068,J.nig-U.rub,WnutElm,W'nut,217,8.61,0.341317622,2.152924318,1.002690338,0.002686726,137.16,2,2,50,1,2,1,1.098612289,0.693147181,0,1,0,1,0.5,0.5,0,0,2,0,0.333333333,0
392,Q-96,191.3099,0.7303,Q.alba,WOak,W.oak,225.6,2.15,-0.31429987,0.765467842,0.994184826,-0.005832148,138.86,4,0,0,0,4,0,1.609437912,0,0,16,0,3,0.058823529,0.25,2,1,0,3,2,73
344,QQ-111,350.8372,2.2477,Q.alba,WOak,W.oak,216.9,7.69,0.809907471,2.039920784,0.37515362,-0.980419684,139.5,3,0,0,0,3,0,1.386294361,0,12,0,2,0,13,3,0,1,1,1,1,3
131,QQ-131,333.435,7.0113,T.americana,B.wood,B'wood,214.9,9.13,1.947523133,2.211565695,0.9256515,-0.077257465,141.67,5,2,6,0.4,5,0.4,1.791759469,0.336472237,0,0,0,0,1,1,0,0,4,0,0.2,0
130,QQ-132,300.5792,7.2812,T.americana,B.wood,B'wood,217.2,6.75,1.985295684,1.909542505,0.388780655,-0.944739963,137.91,2,1,1,0.5,2,0.5,1.098612289,0.405465108,4,1,1,1,2.5,1,0,0,0,2,1,3
246,QQ-133,176.6338,3.654,Q.rubra,ROak,R.oak,219.6,6.66,1.295822458,1.896119485,1.820850238,0.599303556,133.6,7,2,2,0.285714286,7,0.285714286,2.079441542,0.251314428,18,0,2,0,19,3,0,4,2,1,1.666666667,1
365,QQ-139,206.5646,1.281,Q.alba,WOak,W.oak,219.4,8.01,0.247641023,2.080690761,0.578220696,-0.547799656,136.24,9,1,6,0.111111111,9,0.111111111,2.302585093,0.105360516,3,6,2,3,0.571428571,0.75,0,1,3,4,0.5,21
312,QQ-140,177.5107,1.6484,Q.alba,WOak,W.oak,219.6,11.21,0.499805121,2.416806237,1.129264953,0.121566937,135.9,9,0,0,0,9,0,2.302585093,0,0,2,0,1,0.333333333,0.5,0,2,3,4,0.75,27
47,QQ-146,255.4656,1.9969,P.serot,Cherry,Cherry,223.1,8.71,0.691595978,2.164471791,0.220492782,-1.511890319,137.31,7,0,0,0,7,0,2.079441542,0,0,0,0,0,1,1,0,2,2,3,1,28
367,R-109,22.2295,8.8271,Q.alba,WOak,W.oak,217.6,8.84,2.177826535,2.179286877,1.520786533,0.419227657,147.18,8,1,1,0.125,8,0.125,2.197224577,0.117783036,0,1,0,1,0.5,0.5,0,3,3,2,1,9
154,R-113,70.5601,2.5805,Q.macrocarpa,BurOak,B.oak,219.8,10.21,0.947983179,2.323367632,1.08477702,0.081374454,140.02,4,1,2,0.25,4,0.25,1.609437912,0.223143551,0,1,0,1,0.5,0.5,0,2,1,1,1.5,5
40,R-116,254.0548,2.0847,F.am-U.am,AshElm,W.ash,216.6,7.71,0.73462496,2.042518188,2.02866343,0.707377167,135.36,5,1,100,0.2,5,0.2,1.791759469,0.182321557,0,2,0,1,0.333333333,0.5,0,3,1,1,2,5
189,R-128,330.7806,4.8301,A.saccharum,Maple,Maple,217,10.73,1.574867171,2.373043557,0.861659765,-0.14889479,140.66,4,0,0,0,4,0,1.609437912,0,0,2,0,1,0.333333333,0.5,0,2,0,2,3,150
256,R-75,216.8703,2.8624,Q.rubra,ROak,R.oak,223.1,5.41,1.051660434,1.688249093,0.480197042,-0.733558755,135.3,8,0,0,0,8,0,2.197224577,0,0,0,0,0,1,1,1,4,3,1,1.25,80
138,R-86,176.987,5.4343,T.americana,B.wood,B'wood,223.4,1.23,1.692730717,0.207014169,0.485003781,-0.723598592,132.63,6,0,0,0,6,0,1.945910149,0,0,0,0,0,1,1,0,3,1,2,2,19
362,RR-113,100.3757,5.1556,Q.alba,WOak,W.oak,216.1,7.85,1.640083503,2.060513532,0.805593675,-0.216175789,137.67,6,0,0,0,6,0,1.945910149,0,0,4,0,3,0.2,0.25,0,1,2,3,0.666666667,12
67,RR-126,296.222,5.3335,P.serot,Cherry,Cherry,208.8,7.64,1.674007683,2.033397603,0.32297428,-1.130182587,134.62,3,1,2,0.333333333,3,0.333333333,1.386294361,0.287682073,3,0,2,0,4,3,0,0,1,2,0.5,61
81,RR-127,330.4221,3.0442,J.nig-U.rub,WnutElm,W'nut,210.4,8.25,1.113238141,2.1102132,0.567461737,-0.566581956,137.51,1,1,4,1,1,1,0.693147181,0.693147181,11,1,1,1,6,1,0,1,0,0,2,0
83,RR-128,340.3463,6.3619,J.nig-U.rub,WnutElm,W'nut,211.2,9.24,1.850327075,2.223541886,0.10263117,-2.276613591,140.9,6,4,93,0.666666667,6,0.666666667,1.945910149,0.510825624,4,1,3,1,2.5,2,1,0,2,4,0.333333333,14
94,RR-129,353.3333,5.535,J.nig-U.rub,WnutElm,W'nut,210.8,5.76,1.711091566,1.750937475,0.265916118,-1.324574366,140.78,0,1,20,,0,,0,,25,1,2,1,13,1.5,0,0,0,0,1,0
134,RR-131,335.1363,6.4454,T.americana,B.wood,B'wood,211.6,7.78,1.863366698,2.051556338,0.684097892,-0.379654255,140.63,2,1,1,0.5,2,0.5,1.098612289,0.405465108,4,0,1,0,5,2,0,1,0,1,2,2
146,RR-134,66.8008,1.0908,T.americana,B.wood,B'wood,219.8,8.56,0.086911372,2.14710019,0.574371471,-0.55447893,138.78,8,2,17,0.25,8,0.25,2.197224577,0.223143551,1,1,1,1,1,1,0,1,2,5,0.666666667,62
306,RR-138,261.8706,1.5189,Q.alba,WOak,W.oak,219,10.86,0.417986389,2.385086315,1.253503589,0.225942502,136.52,3,0,0,0,3,0,1.386294361,0,5,2,2,2,2,1,0,1,1,1,1,25
366,RR-139,269.9993,0.8594,Q.alba,WOak,W.oak,219.7,10.44,-0.151520808,2.345644582,0.854252545,-0.157528409,137.54,8,0,0,0,8,0,2.197224577,0,0,2,0,2,0.333333333,0.333333333,1,3,3,2,1,19
327,RR-142,233.13,4.2891,Q.alba,WOak,W.oak,221.8,9.29,1.456076921,2.228938553,0.513772044,-0.665975606,133.81,4,0,0,0,4,0,1.609437912,0,0,3,0,2,0.25,0.333333333,1,2,1,1,1.5,60
171,RR-95,322.4312,2.348,Q.macrocarpa,BurOak,B.oak,211.2,14.35,0.853563902,2.663749942,0.372088671,-0.98862309,136.63,10,0,0,0,10,0,2.397895273,0,0,0,0,0,1,1,0,2,6,2,0.428571429,22
382,S-105,346.6755,5.576,Q.alba,WOak,W.oak,222,8.87,1.718471673,2.182674796,0.748215944,-0.290063648,143.82,6,1,1,0.166666667,6,0.166666667,1.945910149,0.15415068,0,1,0,1,0.5,0.5,0,4,0,2,5,7
111,S-111,294.1455,2.2749,F.penn,GAsh,G.ash,217.3,7.11,0.821936095,1.961502244,0.251852173,-1.378912979,137.19,8,1,1,0.125,8,0.125,2.197224577,0.117783036,0,3,0,1,0.25,0.5,0,5,2,1,2,1
216,S-126,21.5015,2.5386,A.saccharum,Maple,Maple,216.3,8.66,0.931612748,2.158714723,0.835928164,-0.179212598,140.09,5,1,8,0.2,5,0.2,1.791759469,0.182321557,0,0,0,0,1,1,0,2,1,2,1.5,85
223,S-134,52.1252,3.2628,A.saccharum,Maple,Maple,216.7,7.61,1.182585722,2.029463172,0.283769026,-1.25959466,140.23,6,1,3,0.166666667,6,0.166666667,1.945910149,0.15415068,0,0,0,0,1,1,0,1,2,3,0.666666667,28
389,S-70,236.3099,1.549,Q.alba,WOak,W.oak,219.2,11.69,0.437609561,2.458733775,1.218820468,0.197883562,136.17,6,2,70,0.333333333,6,0.333333333,1.945910149,0.287682073,0,0,0,0,1,1,0,2,2,2,1,85
314,S-72,220.3645,3.7545,Q.alba,WOak,W.oak,221.7,14.23,1.322955121,2.655352412,0.315503433,-1.153585716,133.7,6,2,6,0.333333333,6,0.333333333,1.945910149,0.287682073,13,4,4,1,2.8,2.5,0,1,1,4,1,92
309,S-75,198.4344,0.6794,Q.alba,WOak,W.oak,224.1,8.59,-0.386545223,2.150598736,0.848396169,-0.164407572,138.46,12,1,3,0.083333333,12,0.083333333,2.564949357,0.080042708,2,1,1,1,1.5,1,0,4,4,4,1,43
299,S-86,213.6902,2.0649,Q.alba,WOak,W.oak,226.2,1.8,0.725081799,0.587786665,1.214332167,0.194194269,137.13,7,1,2,0.142857143,7,0.142857143,2.079441542,0.133531393,0,0,0,0,1,1,0,2,1,4,1.5,6
116,S-92,243.4354,0.6405,F.penn,GAsh,G.ash,225,3.33,-0.445506158,1.202972304,0.493080126,-0.707083591,138.71,8,0,0,0,8,0,2.197224577,0,13,2,3,1,4.666666667,2,0,1,3,4,0.5,28
270,S-97,333.4352,0.9608,Q.rubra,ROak,R.oak,226.1,6.87,-0.039989008,1.927164106,1.660373618,0.507042648,140.62,4,0,0,0,4,0,1.609437912,0,0,2,0,2,0.333333333,0.333333333,0,2,0,2,3,16
347,SS-113,37.875,4.0761,Q.alba,WOak,W.oak,215,8.7,1.405140649,2.163323026,0.879505625,-0.128395319,141.35,3,2,3,0.666666667,3,0.666666667,1.386294361,0.510825624,3,0,1,0,4,2,0,1,1,1,1,40
84,SS-130,198.435,0.9058,J.nig-U.rub,WnutElm,W'nut,209.9,9.36,-0.098936748,2.23644529,0.691115983,-0.369447621,133.75,0,2,60,,0,,0,,10,1,1,1,5.5,1,0,0,0,0,1,0
390,SS-136,89.9978,0.2865,Q.alba,WOak,W.oak,217.9,8.88,-1.250016743,2.183801557,1.583620504,0.459713684,137.35,2,0,0,0,2,0,1.098612289,0,1,2,1,2,0.666666667,0.666666667,0,1,0,1,2,30
148,SS-141,265.6013,1.8669,T.americana,B.wood,B'wood,220.7,6.34,0.624279301,1.846878768,0.050138704,-2.992962034,137.02,3,1,10,0.333333333,3,0.333333333,1.386294361,0.287682073,7,2,2,1,2.666666667,1.5,1,0,0,3,1,19
370,SS-142,294.444,2.5944,Q.alba,WOak,W.oak,221.8,8.74,0.953355276,2.16791019,1.089034677,0.085291686,138.54,2,1,4,0.5,2,0.5,1.098612289,0.405465108,0,4,0,2,0.2,0.333333333,0,0,1,1,0.5,15
156,T-114,55.7845,4.3223,Q.macrocarpa,BurOak,B.oak,213.7,7.63,1.463787668,2.032087845,1.242539555,0.217157314,140.49,3,0,0,0,3,0,1.386294361,0,0,1,0,1,0.5,0.5,0,2,1,0,1.5,0
384,T-122,337.1452,9.3212,Q.alba,WOak,W.oak,219,9.08,2.232291376,2.206074193,0.987306125,-0.012775131,144.98,10,0,0,0,10,0,2.397895273,0,0,1,0,1,0.5,0.5,0,3,3,4,1,20
222,T-127,40.9141,2.8409,A.saccharum,Maple,Maple,214.4,7.63,1.044120903,2.032087845,0.508789636,-0.675720637,139.5,11,1,10,0.090909091,11,0.090909091,2.48490665,0.087011377,0,15,0,1,0.0625,0.5,0,6,0,5,7,40
374,T-132,39.289,2.0349,Q.alba,WOak,W.oak,217.5,7.11,0.710446678,1.961502244,0.967936844,-0.032588438,139.7,4,0,0,0,4,0,1.609437912,0,0,2,0,1,0.333333333,0.5,0,1,0,3,2,84
351,T-70,281.3099,1.8253,Q.alba,WOak,W.oak,219.2,11.04,0.601744357,2.401525041,0.592860915,-0.522795452,137.33,15,0,0,0,15,0,2.772588722,0,2,0,1,0,3,2,0,1,11,3,0.166666667,27
341,T-74,327.5294,0.9337,Q.alba,WOak,W.oak,223.9,9.77,-0.068600091,2.279316466,0.523986518,-0.646289324,139.58,9,1,15,0.111111111,9,0.111111111,2.302585093,0.105360516,0,15,0,2,0.0625,0.333333333,0,5,1,3,3,93
397,T-75,351.8694,1.0127,Q.alba,WOak,W.oak,224.1,6.85,0.012620031,1.924248652,0.728924198,-0.316185533,140.46,6,0,0,0,6,0,1.945910149,0,0,0,0,0,1,1,0,2,3,1,0.75,6
322,T-77,121.7597,1.7683,Q.alba,WOak,W.oak,223,3.66,0.570018633,1.297463147,0.95167914,-0.049527339,138.43,7,0,0,0,7,0,2.079441542,0,0,0,0,0,1,1,0,3,1,3,2,74
3,T-84,286.6994,1.4951,F.am-U.am,AshElm,W.ash,225.9,13.51,0.402193094,2.603430152,0.274620019,-1.292366886,139.39,9,4,8,0.444444444,9,0.444444444,2.302585093,0.36772478,0,0,0,0,1,1,0,1,5,2,0.333333333,9
355,T-88,138.1795,1.8254,Q.alba,WOak,W.oak,224.8,2.97,0.601799141,1.088561953,0.797980085,-0.225671638,138.21,5,0,0,0,5,0,1.791759469,0,0,1,0,1,0.5,0.5,0,3,1,1,2,3
170,TT-110,315,0.4051,Q.macrocarpa,BurOak,B.oak,209.8,10.11,-0.903621329,2.313525033,1.718237057,0.541298798,134.9,4,3,66,0.75,4,0.75,1.609437912,0.559615788,4,1,1,1,2.5,1,0,0,3,1,0.25,8
102,TT-129,195.4613,3.4882,J.nig-U.rub,WnutElm,W'nut,211.4,8.28,1.249385844,2.113842968,0.60949339,-0.495127175,131.01,2,2,2,1,2,1,1.098612289,0.693147181,10,0,1,0,11,2,0,1,0,1,2,1
55,TT-130,200.6376,5.8722,P.serot,Cherry,Cherry,211.8,6.8,1.770229351,1.916922612,0.507138156,-0.678971816,127.54,3,1,70,0.333333333,3,0.333333333,1.386294361,0.287682073,9,0,1,0,10,2,0,0,1,2,0.5,3
49,TT-131,191.5921,5.6839,P.serot,Cherry,Cherry,212.9,8.96,1.737637617,2.192770227,0.636509242,-0.451756341,128.33,3,0,0,0,3,0,1.386294361,0,8,0,1,0,9,2,0,1,0,2,2,2
248,TT-132,197.488,5.465,Q.rubra,ROak,R.oak,213.1,10,1.698364122,2.302585093,0.912934832,-0.091090779,128.66,4,2,14,0.5,4,0.5,1.609437912,0.405465108,9,1,1,1,5,1,0,1,2,1,0.666666667,55
247,TT-133,275.0425,4.8773,Q.rubra,ROak,R.oak,215.4,7.14,1.584591788,1.965712776,1.381428229,0.323117913,134.62,2,1,8,0.5,2,0.5,1.098612289,0.405465108,2,4,1,1,0.6,1,0,0,1,1,0.5,10
329,TT-137,241.6988,1.0573,Q.alba,WOak,W.oak,218.5,9.6,0.055718489,2.261763098,0.864841711,-0.145208782,136.34,5,1,2,0.2,5,0.2,1.791759469,0.182321557,0,3,0,3,0.25,0.25,0,3,1,1,2,2
251,TT-140,197.3538,2.3997,Q.rubra,ROak,R.oak,219.8,8.92,0.87534373,2.188295947,0.720389459,-0.327963298,134.68,3,1,10,0.333333333,3,0.333333333,1.386294361,0.287682073,6,2,2,1,2.333333333,1.5,0,0,2,1,0.333333333,60
120,TT-143,320.7109,2.035,T.americana,B.wood,B'wood,221.3,12.87,0.710495819,2.554899022,0.125738963,-2.073547243,139.57,5,0,0,0,5,0,1.791759469,0,0,0,0,0,1,1,0,2,2,1,1,3
328,TT-145,302.4713,0.9337,Q.alba,WOak,W.oak,221.8,8.42,-0.068600091,2.130609828,0.959628285,-0.041209273,138.51,5,0,0,0,5,0,1.791759469,0,2,1,1,1,1.5,1,0,0,2,3,0.333333333,75
4,U-107,21.371,1.7683,F.am-U.am,AshElm,W.ash,216.4,7.44,0.570018633,2.006870849,0.681486478,-0.38347887,138.92,11,1,1,0.090909091,11,0.090909091,2.48490665,0.087011377,0,0,0,0,1,1,1,4,4,3,1,23
112,U-110,340.7094,3.0324,F.penn,GAsh,G.ash,214.3,8.15,1.109354385,2.098017927,0.623146739,-0.472973252,138.98,10,1,1,0.1,10,0.1,2.397895273,0.09531018,0,0,0,0,1,1,0,6,2,1,2.333333333,2
277,U-111,275.5993,3.6651,Q.rubra,ROak,R.oak,216,8.81,1.29885562,2.17588744,1.845893843,0.612963628,135.23,8,0,0,0,8,0,2.197224577,0,0,1,0,1,0.5,0.5,0,5,2,1,2,5
190,U-125,195.6427,1.8587,A.saccharum,Maple,Maple,216.1,8.51,0.619877319,2.141241943,0.711986493,-0.339696338,134.48,12,1,1,0.083333333,12,0.083333333,2.564949357,0.080042708,0,0,0,0,1,1,0,8,1,3,4.5,15
39,U-130,308.6594,0.9171,F.am-U.am,AshElm,W.ash,217.5,8.92,-0.086538761,2.188295947,0.659893516,-0.415676796,137.67,5,0,0,0,5,0,1.791759469,0,0,3,0,1,0.25,0.5,0,4,0,1,5,15
155,U-134,38.3675,4.3761,Q.macrocarpa,BurOak,B.oak,213.7,8.98,1.476157917,2.194999882,0.811099179,-0.20936494,140.95,1,1,1,1,1,1,0.693147181,0.693147181,0,0,0,0,1,1,0,1,0,0,2,0
308,U-70,275.9065,2.0871,Q.alba,WOak,W.oak,218.9,16.7,0.735775543,2.815408719,1.030253257,0.029804653,136.87,12,0,0,0,12,0,2.564949357,0,5,0,1,0,6,2,1,2,6,4,0.428571429,11
250,U-74,338.6299,1.7683,Q.rubra,ROak,R.oak,223,7.55,0.570018633,2.021547563,0.165176488,-1.800740752,140.48,11,2,3,0.181818182,11,0.181818182,2.48490665,0.167054085,4,1,1,1,2.5,1,1,3,6,2,0.571428571,96
106,U-95,-1,0,F.penn,GAsh,G.ash,225.2,7.5,,2.014903021,0.312501959,-1.163144541,139.56,11,3,30,0.272727273,11,0.272727273,2.48490665,0.241162057,3,7,1,6,0.5,0.285714286,0,2,5,3,0.5,20
173,U-96,329.0367,0.4176,Q.macrocarpa,BurOak,B.oak,225.2,12.96,-0.873231242,2.561867691,1.062191013,0.060333768,139.93,5,3,15,0.6,5,0.6,1.791759469,0.470003629,0,0,0,0,1,1,0,1,1,3,1,4
162,U-98,18.4346,1.1322,Q.macrocarpa,BurOak,B.oak,225,6.87,0.124162643,1.927164106,0.792537205,-0.232515828,140.69,5,1,35,0.2,5,0.2,1.791759469,0.182321557,30,0,1,0,31,2,0,1,3,1,0.5,3
16,UU-125,230.7102,1.0178,F.am-U.am,AshElm,W.ash,210.6,6.79,0.017643435,1.915450942,0.102820765,-2.274767952,134.01,2,2,25,1,2,1,1.098612289,0.693147181,11,0,2,0,12,3,0,0,2,0,0.333333333,0
101,UU-129,245.4098,4.6369,J.nig-U.rub,WnutElm,W'nut,212.5,7.77,1.53404604,2.050270164,0.983476248,-0.016661792,131.38,2,2,13,1,2,1,1.098612289,0.693147181,9,1,1,1,5,1,0,1,0,1,2,5
60,UU-130,203.6295,2.5,P.serot,Cherry,Cherry,213.7,9.35,0.916290732,2.235376343,0.490451567,-0.712428747,132.94,5,2,85,0.4,5,0.4,1.791759469,0.336472237,8,0,1,0,9,2,0,2,2,1,1,2
132,UU-132,225,3.5405,T.americana,B.wood,B'wood,216.7,9.53,1.26426796,2.254444718,0.959639248,-0.041197848,132.73,6,2,4,0.333333333,6,0.333333333,1.945910149,0.287682073,12,1,2,1,6.5,1.5,1,3,1,2,2,8
267,V-111,284.6764,6.1947,Q.rubra,ROak,R.oak,215.6,8.38,1.823694088,2.125847914,0.868969008,-0.140447818,135.11,7,0,0,0,7,0,2.079441542,0,0,2,0,1,0.333333333,0.5,0,4,2,1,1.666666667,1
153,V-113,69.3623,5.8722,Q.macrocarpa,BurOak,B.oak,216.6,8.91,1.770229351,2.187174241,1.306563564,0.267400457,141.48,5,0,0,0,5,0,1.791759469,0,0,2,0,1,0.333333333,0.5,0,4,1,0,2.5,0
175,V-114,77.4713,1.3204,Q.macrocarpa,BurOak,B.oak,213.2,8.22,0.277934721,2.106570209,1.523215666,0.42082367,136.74,3,1,2,0.333333333,3,0.333333333,1.386294361,0.287682073,0,0,0,0,1,1,0,1,2,0,0.666666667,0
331,V-121,53.7462,5.3135,Q.alba,WOak,W.oak,212.6,8.9,1.670250752,2.186051277,0.998293132,-0.001708326,140.97,10,0,0,0,10,0,2.397895273,0,0,0,0,0,1,1,0,4,2,4,1.666666667,18
213,V-134,23.1987,3.2691,A.saccharum,Maple,Maple,211.9,7.7,1.184514718,2.041220329,0.184274791,-1.691327206,139.57,5,0,0,0,5,0,1.791759469,0,0,2,0,2,0.333333333,0.333333333,0,1,2,2,0.666666667,55
211,V-136,45,2.126,A.saccharum,Maple,Maple,210.1,10.06,0.75424228,2.308567165,0.331346774,-1.104589796,137.41,1,0,0,0,1,0,0.693147181,0,7,0,1,0,8,2,0,0,0,1,1,12
338,V-73,300.9637,2.0871,Q.alba,WOak,W.oak,222,10.71,0.735775543,2.371177884,0.635968221,-0.452606684,139.08,6,5,88,0.833333333,6,0.833333333,1.945910149,0.606135804,0,0,0,0,1,1,0,0,5,1,0.166666667,3
354,V-76,53.1305,1.4321,Q.alba,WOak,W.oak,222.4,6.86,0.359141899,1.925707442,0.39626151,-0.925680907,140.31,10,1,30,0.1,10,0.1,2.397895273,0.09531018,0,1,0,1,0.5,0.5,0,3,5,2,0.666666667,4
348,V-84,307.2351,2.2477,Q.alba,WOak,W.oak,224.4,5.97,0.809907471,1.786746927,0.278229093,-1.279310429,140.11,8,1,1,0.125,8,0.125,2.197224577,0.117783036,0,1,0,1,0.5,0.5,0,3,2,3,1.333333333,3
321,V-89,191.8887,2.779,Q.alba,WOak,W.oak,227.6,5.11,1.022091151,1.631199404,1.173844924,0.160284621,136.65,6,2,8,0.333333333,6,0.333333333,1.945910149,0.287682073,1,0,1,0,2,2,0,4,0,2,5,10
